player,opponent,muWin,muGames,muWR,factions,lower,upper,okCI,direction,CI,playrate
Viego (IO/SI),Akshan / Sivir / Zed,93,259,0.359073359073359,"Ionia,ShadowIsles",0.300632977015478,0.420780429813899,TRUE,NEG,(30.1%-42.1%),0.0122702271997875
Viego (IO/SI),Jarvan IV / Shen,104,258,0.403100775193798,"Ionia,ShadowIsles",0.342730682081178,0.465723835597184,TRUE,NEG,(34.3%-46.6%),0.0122702271997875
Viego (IO/SI),Akshan / Sivir (DE/SH),47,146,0.321917808219178,"Ionia,ShadowIsles",0.247050570978291,0.40418272111561,TRUE,NEG,(24.7%-40.4%),0.0122702271997875
Viego (IO/SI),Swain / Twisted Fate,92,173,0.531791907514451,"Ionia,ShadowIsles",0.45455653366676,0.607919313849646,FALSE,POS,(45.5%-60.8%),0.0122702271997875
Viego (IO/SI),Ezreal / Karma,103,199,0.517587939698493,"Ionia,ShadowIsles",0.445840006712059,0.58880413362008,FALSE,POS,(44.6%-58.9%),0.0122702271997875
Viego (IO/SI),Anivia (FR/SI),88,140,0.628571428571429,"Ionia,ShadowIsles",0.542914881969751,0.70866418206605,TRUE,POS,(54.3%-70.9%),0.0122702271997875
Viego (IO/SI),Sivir / Zed,112,278,0.402877697841727,"Ionia,ShadowIsles",0.344733677169331,0.463115236296968,TRUE,NEG,(34.5%-46.3%),0.0122702271997875
Viego (IO/SI),Akshan / Lee Sin,117,212,0.55188679245283,"Ionia,ShadowIsles",0.482261055624576,0.62004106611169,FALSE,POS,(48.2%-62.0%),0.0122702271997875
Viego (IO/SI),Viego (SI/SH),97,179,0.541899441340782,"Ionia,ShadowIsles",0.465945470966332,0.61644275176173,FALSE,POS,(46.6%-61.6%),0.0122702271997875
Viego (IO/SI),Lee Sin / Zoe,49,128,0.3828125,"Ionia,ShadowIsles",0.298330547247932,0.472847124396606,TRUE,NEG,(29.8%-47.3%),0.0122702271997875
Viego (IO/SI),Jinx / Lulu,53,118,0.449152542372881,"Ionia,ShadowIsles",0.357487016166735,0.543431544131841,FALSE,NEG,(35.7%-54.3%),0.0122702271997875
Viego (IO/SI),Viego (IO/SI),83,166,0.5,"Ionia,ShadowIsles",0.42153060288457,0.57846939711543,FALSE,NEG,(42.2%-57.8%),0.0122702271997875
