game_start_time_utc,playerDeck,n,freq,label
2022-04-09,Trundle/Tryndamere (FR/SI),753,0.0612543724070609,Master
2022-04-09,Aurelion Sol/Zoe (FR/MT),580,0.0471813227039779,Master
2022-04-10,SunDisc,3664,0.272619047619048,Master
2022-04-10,Tri-Beam (NX/PZ),1657,0.12328869047619,Master
2022-04-10,Riven/Viktor,1474,0.109672619047619,Master
2022-04-10,Fizz/Lulu (BC/PZ),796,0.0592261904761905,Master
2022-04-10,Taliyah/Ziggs,898,0.0668154761904762,Master
2022-04-10,Aphelios/Viktor,706,0.0525297619047619,Master
2022-04-10,Lee Sin/Viktor,668,0.049702380952381,Master
2022-04-10,Pantheon/Yuumi (DE/MT),664,0.0494047619047619,Master
2022-04-10,Ekko/Zilean,909,0.0676339285714286,Master
2022-04-10,Miss Fortune/Quinn,752,0.055952380952381,Master
2022-04-10,Trundle/Tryndamere (FR/SI),578,0.0430059523809524,Master
2022-04-10,Aurelion Sol/Zoe (FR/MT),674,0.0501488095238095,Master
2022-04-11,SunDisc,3597,0.26016201359757,Master
2022-04-11,Tri-Beam (NX/PZ),1791,0.129538550556922,Master
2022-04-11,Riven/Viktor,1653,0.11955735570664,Master
2022-04-11,Fizz/Lulu (BC/PZ),922,0.0666859539997107,Master
2022-04-11,Taliyah/Ziggs,945,0.0683494864747577,Master
2022-04-11,Aphelios/Viktor,936,0.0676985389845219,Master
2022-04-11,Lee Sin/Viktor,825,0.0596701866049472,Master
2022-04-11,Pantheon/Yuumi (DE/MT),711,0.0514248517286272,Master
2022-04-11,Ekko/Zilean,757,0.0547519166787213,Master
2022-04-11,Miss Fortune/Quinn,578,0.0418052943729206,Master
2022-04-11,Trundle/Tryndamere (FR/SI),549,0.039707796904383,Master
2022-04-11,Aurelion Sol/Zoe (FR/MT),562,0.0406480543902792,Master
2022-04-12,SunDisc,3926,0.265539398038553,Master
2022-04-12,Tri-Beam (NX/PZ),2091,0.141427122083192,Master
2022-04-12,Riven/Viktor,1493,0.100980723706459,Master
2022-04-12,Fizz/Lulu (BC/PZ),991,0.0670273926276632,Master
2022-04-12,Taliyah/Ziggs,1078,0.0729117348664187,Master
2022-04-12,Aphelios/Viktor,838,0.0566790666215759,Master
2022-04-12,Lee Sin/Viktor,651,0.044031112614136,Master
2022-04-12,Pantheon/Yuumi (DE/MT),801,0.0541765302671627,Master
2022-04-12,Ekko/Zilean,968,0.0654717619208658,Master
2022-04-12,Miss Fortune/Quinn,774,0.0523503550896179,Master
2022-04-12,Trundle/Tryndamere (FR/SI),666,0.0450456543794386,Master
2022-04-12,Aurelion Sol/Zoe (FR/MT),508,0.0343591477849171,Master
2022-04-13,SunDisc,3120,0.260935017144769,Master
2022-04-13,Tri-Beam (NX/PZ),1581,0.132223801957013,Master
2022-04-13,Riven/Viktor,1279,0.106966630425692,Master
2022-04-13,Fizz/Lulu (BC/PZ),808,0.0675754787990299,Master
2022-04-13,Taliyah/Ziggs,1111,0.092916283348666,Master
2022-04-13,Aphelios/Viktor,690,0.0577067826377854,Master
2022-04-13,Lee Sin/Viktor,418,0.0349586016559338,Master
2022-04-13,Pantheon/Yuumi (DE/MT),545,0.0455799949820189,Master
2022-04-13,Ekko/Zilean,852,0.0712553316049176,Master
2022-04-13,Miss Fortune/Quinn,633,0.0529397005937944,Master
2022-04-13,Trundle/Tryndamere (FR/SI),536,0.0448272978171782,Master
2022-04-13,Aurelion Sol/Zoe (FR/MT),384,0.0321150790332023,Master
2022-03-30,SunDisc,18387,0.550838825644098,~HighDiamond
