deck_code,factions,patch,cards,cards.region,champs,champs.region,allegiance,cards.fix,cards.region.fix,cards.region.freq,archetype,archetype_pretty,archetype_cluster,alle,alle.region
CECACAICEEBAIAIKBYBQGAIGBILAKAIBAMFQYFBSAMAQCAJHAEAQEAQBAMAQIAIBAIAQE,"FR,IO",203,01IO033 01IO033 01IO033 04FR010 04FR010 04FR010 04FR014 04FR014 04FR014 03FR006 03FR006 03FR006 03FR010 03FR010 03FR010 03FR022 03FR022 03FR022 01FR003 01FR003 01FR003 01FR011 01FR011 01FR011 01FR012 01FR012 01FR012 01FR020 01FR020 01FR020 01FR050 01FR050 01FR050 01FR039 01FR039 01IO002 01IO002 03FR004 03FR004 02FR002,FR,"Sejuani,Trundle,Tryndamere",FR,,,,35,Sejuani/Trundle/Tryndamere (FR/IO),,,,
CMBACAQBAYDACAIWDIPSKKJQAUAQEAICAECACCICAEBDCOICAMAQEBQDAEAQKCZHAEAQEAIK,"FR,IO",203,02FR006 02FR006 02FR006 01FR022 01FR022 01FR022 01FR026 01FR026 01FR026 01FR031 01FR031 01FR031 01FR037 01FR037 01FR037 01FR041 01FR041 01FR041 01FR048 01FR048 01FR048 02FR002 02FR002 04FR009 04FR009 01IO049 01IO049 01IO057 01IO057 03FR002 03FR002 03FR006 03FR006 01FR005 01FR005 01FR011 01FR011 01FR039 01FR039 02FR010,FR,"Sejuani,Trundle,Tryndamere",FR,"01FR037,01FR037,01FR037",,,36,Sejuani/Trundle/Tryndamere (FR/IO),,,01FR037,FR
CEBQCAQBAIAQIAIOAUAQCCYMCQTTEBIBAMARMAIDAIKACBABBEBAEAQFBECACAIBAMPDIAIBAEBAE,"FR,IO",203,02FR002 02FR002 02FR002 04FR014 04FR014 04FR014 01FR011 01FR011 01FR011 01FR012 01FR012 01FR012 01FR020 01FR020 01FR020 01FR039 01FR039 01FR039 01FR050 01FR050 01FR050 03FR022 03FR022 03IO020 03IO020 04FR009 04FR009 02IO005 02IO005 02IO009 02IO009 01FR001 01FR001 01FR003 01FR003 01FR030 01FR030 01FR052 01FR052 01IO002,FR,"Sejuani,Tryndamere",FR,,,,33,Sejuani/Tryndamere (FR/IO),,,,
CMCQCAQBAIAQEAQFAEBQCFQBAQAQ4BYBAEBQYFAVEETTEAQBAEASUAQBAIQTCAIBAEAQW,"FR,IO",203,02FR002 02FR002 02FR002 02IO005 02IO005 02IO005 03FR022 03FR022 03FR022 04FR014 04FR014 04FR014 01FR003 01FR003 01FR003 01FR012 01FR012 01FR012 01FR020 01FR020 01FR020 01FR021 01FR021 01FR021 01FR033 01FR033 01FR033 01FR039 01FR039 01FR039 01FR050 01FR050 01FR050 01FR042 01FR042 01IO033 01IO033 01IO049 01IO049 01FR011,FR,"Sejuani,Tryndamere",FR,,,,33,Sejuani/Tryndamere (FR/IO),,,,
CECQCBABBIAQIAQPAIAQECJMAIBQCAQWAUAQCBAMCYQCKAICAEAQCJYCAEBACAQCAEAQKHQ,"FR,IO",207,04FR010 04FR010 04FR010 04IO015 04IO015 04IO015 01IO009 01IO009 01IO009 01IO044 01IO044 01IO044 03FR002 03FR002 03FR002 03FR022 03FR022 03FR022 01FR004 01FR004 01FR004 01FR012 01FR012 01FR012 01FR022 01FR022 01FR022 01FR032 01FR032 01FR032 01FR037 01FR037 01FR037 01FR001 01FR001 01FR039 01FR039 02FR002 01FR005 01FR030,FR,"Sejuani,Tryndamere,Zed","FR,IO","01FR037,01FR037,01FR037",,,31,Sejuani/Tryndamere/Zed,,,01FR037,FR
CEBACAQCAUEQCAQGBMHBGGBAEUTTEAIFAEBBCFQ2DQVAA,IO,100,02IO005 02IO005 02IO005 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO014 01IO014 01IO014 01IO019 01IO019 01IO019 01IO024 01IO024 01IO024 01IO032 01IO032 01IO032 01IO037 01IO037 01IO037 01IO039 01IO039 01IO039 01IO050 01IO050 01IO050 01IO017 01IO017 01IO022 01IO022 01IO026 01IO026 01IO028 01IO028 01IO042 01IO042,IO,Shen,IO,"01IO050,01IO050,01IO050",,,40,Shen,,,01IO050,IO
CMBQCAQCBEBAGAQKBMDACAQXEASCKKZXAMBACAQSCYBAEAQHBIBAGAQDCQAQCAICGE,IO,200,02IO009 02IO009 02IO009 03IO010 03IO010 03IO010 03IO011 03IO011 03IO011 01IO023 01IO023 01IO023 01IO032 01IO032 01IO032 01IO036 01IO036 01IO036 01IO037 01IO037 01IO037 01IO043 01IO043 01IO043 01IO055 01IO055 01IO055 01IO018 01IO018 01IO022 01IO022 02IO007 02IO007 02IO010 02IO010 03IO003 03IO003 03IO020 03IO020 01IO049,IO,Shen,IO,,,,40,Shen,,,,
CMBQCAQCBEBQGAQDBIFQKAICC4QCIKZXAMAQEAQHAEBQEFAEAEBAWEQWEUAQCAICGE,IO,200,02IO009 02IO009 02IO009 03IO003 03IO003 03IO003 03IO010 03IO010 03IO010 03IO011 03IO011 03IO011 01IO023 01IO023 01IO023 01IO032 01IO032 01IO032 01IO036 01IO036 01IO036 01IO043 01IO043 01IO043 01IO055 01IO055 01IO055 02IO007 02IO007 03IO020 03IO020 01IO011 01IO011 01IO018 01IO018 01IO022 01IO022 01IO037 01IO037 01IO049,IO,Shen,IO,,,,40,Shen,,,,
CEBQCBACA4BAGAQDDEDACAQODYQCIKZSAMAQEAQEAIAQEEQWAIBQECQLAEBQCAQ5EUYQ,IO,207,04IO007 04IO007 04IO007 03IO003 03IO003 03IO003 03IO025 03IO025 03IO025 01IO014 01IO014 01IO014 01IO030 01IO030 01IO030 01IO032 01IO032 01IO032 01IO036 01IO036 01IO036 01IO043 01IO043 01IO043 01IO050 01IO050 01IO050 02IO004 02IO004 01IO018 01IO018 01IO022 01IO022 03IO010 03IO010 03IO011 03IO011 01IO029 01IO037 01IO049,IO,Shen,IO,"01IO050,01IO050,01IO050",,,40,Shen,,,01IO050,IO
CECQCAQAAEAQIAAHAIAQEIBLAQAQACI2DU3AIAYAAYEAWDQCAEAQAKYBAIAAOAA,"DE,IO",203,02DE001 02DE001 02DE001 04DE007 04DE007 04DE007 01IO032 01IO032 01IO032 01IO043 01IO043 01IO043 01DE009 01DE009 01DE009 01DE026 01DE026 01DE026 01DE029 01DE029 01DE029 01DE054 01DE054 01DE054 03DE006 03DE006 03DE006 03DE008 03DE008 03DE008 03DE011 03DE011 03DE011 03DE014 03DE014 03DE014 01DE043 01DE043 02DE007 02DE007,DE,"Shen,Shyvana","DE,IO",,,,34,Shen/Shyvana,,,,
CMBQCAICEAAQEAQFAMCAOAILCQCACAYCBIAQIAQNAIAQEBZRAUCAOHBXLNTIUAIEAEBQEFQBAQBAYAQBAISTOAYEA4PCGSA,"IO,SH",212,01IO032 01IO032 01IO032 02IO005 02IO005 02IO005 04SH001 04SH001 04SH001 04SH011 04SH011 04SH011 04SH020 04SH020 04SH020 03IO010 03IO010 04IO013 04IO013 01IO007 01IO007 01IO049 01IO049 04SH028 04SH028 04SH055 04SH055 04SH091 04SH091 04SH102 04SH102 04SH138 04SH138 03IO022 04IO012 01IO037 01IO055 04SH030 04SH035 04SH072,SH,"Shen,Sivir","IO,SH","04SH102,04SH102",,,22,Shen/Sivir,,,04SH102,SH
CEBQCAICBQAQGAQFAMAQIAQZGUBQCAQEBIBQCBAIEI3QIAICAYWDCOIDAIAQEGBAAIBQIAYUAUAQIBQKCAVTU,"IO,PZ",200,01IO012 01IO012 01IO012 03IO005 03IO005 03IO005 01PZ002 01PZ002 01PZ002 01PZ025 01PZ025 01PZ025 01PZ053 01PZ053 01PZ053 02PZ010 02PZ010 01PZ008 01PZ008 01PZ034 01PZ034 01PZ055 01PZ055 01IO006 01IO006 01IO044 01IO044 01IO049 01IO049 01IO057 01IO057 01IO024 01IO032 03PZ003 03PZ020 01PZ006 01PZ010 01PZ016 01PZ043 01PZ058,PZ,"Shen,Teemo,Viktor","IO,PZ","01PZ034,01PZ034",,,24,Shen/Teemo/Viktor,,,01PZ034,PZ
CIAQCAICAIBACAQCAIEQCAQLBQHBOHJBEUWDCAQCAIBAICQPAEBAICAPCMNBYHRAEYUCWLRSGQ4Q,IO,100,01IO002 01IO002 01IO002 02IO002 02IO002 01IO011 01IO011 01IO012 01IO012 01IO014 01IO014 01IO023 01IO023 01IO029 01IO029 01IO033 01IO033 01IO037 01IO037 01IO044 01IO044 01IO049 01IO049 02IO004 02IO010 01IO004 01IO008 01IO015 01IO019 01IO026 01IO028 01IO030 01IO032 01IO038 01IO040 01IO043 01IO046 01IO050 01IO052 01IO057,IO,"Shen,Yasuo",IO,01IO050,,,40,Shen/Yasuo,,,01IO050,IO
CMBAEAQCAMCQUAICBIFQYDYTEASSYLRXAEBACAQEGEAA,IO,100,02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 01IO010 01IO010 01IO010 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO015 01IO015 01IO015 01IO019 01IO019 01IO019 01IO032 01IO032 01IO032 01IO037 01IO037 01IO037 01IO044 01IO044 01IO044 01IO046 01IO046 01IO046 01IO055 01IO055 01IO055 01IO004 01IO004 01IO049 01IO049,IO,"Shen,Yasuo",IO,,,,40,Shen/Yasuo,,,,
CEAQEAICAIOAGAIDAIEQGAQCAICQUCIBAIEASDY2EAQSYMJYAIAQGAQUA4AQEDAOCIPCOLRP,IO,200,01IO002 01IO002 01IO002 01IO028 01IO028 01IO028 03IO009 03IO009 02IO002 02IO002 02IO005 02IO005 02IO010 02IO010 01IO008 01IO008 01IO009 01IO009 01IO015 01IO015 01IO026 01IO026 01IO032 01IO032 01IO033 01IO033 01IO044 01IO044 01IO049 01IO049 01IO056 01IO056 03IO020 01IO012 01IO014 01IO018 01IO030 01IO039 01IO046 01IO047,IO,"Shen,Yasuo,Zed",IO,,,,40,Shen/Yasuo/Zed,,,,
CEAQCAICAYCACAQCAQAQIAQLAIBQEFAZBQAQEAQIBEFAYDYWC4QCYOBZAIAQEAQCAQAQECYYDMQQ,IO,207,01IO006 01IO006 01IO006 02IO004 02IO004 04IO011 04IO011 03IO020 03IO020 03IO025 03IO025 01IO002 01IO002 01IO008 01IO008 01IO009 01IO009 01IO010 01IO010 01IO012 01IO012 01IO015 01IO015 01IO022 01IO022 01IO023 01IO023 01IO032 01IO032 01IO044 01IO044 01IO056 01IO056 01IO057 01IO057 02IO002 01IO011 01IO024 01IO027 01IO033,IO,"Shen,Yasuo,Zed",IO,,,,40,Shen/Yasuo/Zed,,,,
CEAQCAICBUAQWAICAMEQWIBFE4UDENJXHEBQCAQCBIAQIAQMBUAQEAQHBIHREFAYDMQS4LZQHA,IO,207,01IO013 01IO013 01IO013 01IO003 01IO003 01IO009 01IO009 01IO011 01IO011 01IO032 01IO032 01IO037 01IO037 01IO039 01IO039 01IO040 01IO040 01IO050 01IO050 01IO053 01IO053 01IO055 01IO055 01IO057 01IO057 02IO010 04IO012 01IO002 01IO007 01IO010 01IO015 01IO018 01IO020 01IO024 01IO027 01IO033 01IO046 01IO047 01IO048 01IO056,IO,"Shen,Yasuo,Zed",IO,"01IO050,01IO050",,,40,Shen/Yasuo/Zed,,,01IO050,IO
CEAQCAICBQAQ4AICAIDASDQTC4NBYHRAFQYTOOIBBEAQEAISDAPSKKRNGA2Q,IO,9,01IO012 01IO012 01IO012 01IO002 01IO002 01IO006 01IO006 01IO009 01IO009 01IO014 01IO014 01IO019 01IO019 01IO023 01IO023 01IO026 01IO026 01IO028 01IO028 01IO030 01IO030 01IO032 01IO032 01IO044 01IO044 01IO049 01IO049 01IO055 01IO055 01IO057 01IO057 01IO001 01IO018 01IO024 01IO031 01IO037 01IO042 01IO045 01IO048 01IO053,IO,"Shen,Zed",IO,,,,40,Shen/Zed,,,,
CEAQCAICBEAQ6AICAMFQ2EQYDMQCKJZIGAZDKNZZAIAQGAQUAYAQEBYOCMKC6MI,IO,200,01IO009 01IO009 01IO009 01IO003 01IO003 01IO011 01IO011 01IO013 01IO013 01IO018 01IO018 01IO024 01IO024 01IO027 01IO027 01IO032 01IO032 01IO037 01IO037 01IO039 01IO039 01IO040 01IO040 01IO048 01IO048 01IO050 01IO050 01IO053 01IO053 01IO055 01IO055 01IO057 01IO057 03IO020 01IO007 01IO014 01IO019 01IO020 01IO047 01IO049,IO,"Shen,Zed",IO,"01IO050,01IO050",,,40,Shen/Zed,,,01IO050,IO
CEAQGAICAIESOAYCAIBAEBICAMBACCYKAEBAQCQNC4OCAKRMF4YQCAYBAIQTAOA,IO,200,01IO002 01IO002 01IO002 01IO009 01IO009 01IO009 01IO039 01IO039 01IO039 02IO002 02IO002 02IO005 02IO005 03IO001 03IO001 03IO011 03IO011 01IO008 01IO008 01IO010 01IO010 01IO013 01IO013 01IO023 01IO023 01IO028 01IO028 01IO032 01IO032 01IO042 01IO042 01IO044 01IO044 01IO047 01IO047 01IO049 01IO049 01IO033 01IO048 01IO056,IO,"Shen,Zed",IO,,,,40,Shen/Zed,,,,
CMBAIAICBEGCOLIHAMBACBYKBMIREGIBAMAQECYTC4AQCAICEA,IO,201,01IO009 01IO009 01IO009 01IO012 01IO012 01IO012 01IO039 01IO039 01IO039 01IO045 01IO045 01IO045 03IO001 03IO001 03IO001 03IO007 03IO007 03IO007 03IO010 03IO010 03IO010 03IO011 03IO011 03IO011 03IO017 03IO017 03IO017 03IO018 03IO018 03IO018 03IO025 03IO025 03IO025 01IO011 01IO011 01IO019 01IO019 01IO023 01IO023 01IO032,IO,"Shen,Zed",IO,,,,40,Shen/Zed,,,,
CEAQCAICAMCACAQCAIAQIAQOAIBQEAYUBIAQECINCEJRUMJSGQ3TSAQBAQBAOCABAIHBMGBAEETSQMA,IO,207,01IO003 01IO003 01IO003 02IO002 02IO002 04IO014 04IO014 03IO003 03IO003 03IO020 03IO020 01IO009 01IO009 01IO013 01IO013 01IO017 01IO017 01IO019 01IO019 01IO026 01IO026 01IO049 01IO049 01IO050 01IO050 01IO052 01IO052 01IO055 01IO055 01IO057 01IO057 04IO007 01IO014 01IO022 01IO024 01IO032 01IO033 01IO039 01IO040 01IO048,IO,"Shen,Zed",IO,"01IO050,01IO050",,,40,Shen/Zed,,,01IO050,IO
CEBQCAQCBIAQGAQZA4AQEAYIBEGSUMRUAMAQGAQRAIAQEFRHAICAEAIHAEBQCAQYEA4Q,IO,207,02IO010 02IO010 02IO010 03IO025 03IO025 03IO025 01IO003 01IO003 01IO003 01IO008 01IO008 01IO008 01IO009 01IO009 01IO009 01IO013 01IO013 01IO013 01IO042 01IO042 01IO042 01IO050 01IO050 01IO050 01IO052 01IO052 01IO052 03IO017 03IO017 01IO022 01IO022 01IO039 01IO039 04IO001 04IO001 04IO007 04IO007 01IO024 01IO032 01IO057,IO,"Shen,Zed",IO,"01IO050,01IO050,01IO050",,,40,Shen/Zed,,,01IO050,IO
CEAQCAICBIBQCAYCBEBQIAQHBQHAWAICAMEQ2EY3EASSOMBUG4BQCAYCCYAQIAQNAUAQEBYSCYQSQ,IO,211,01IO010 01IO010 01IO010 03IO009 03IO009 04IO007 04IO007 04IO012 04IO012 04IO014 04IO014 01IO003 01IO003 01IO009 01IO009 01IO013 01IO013 01IO019 01IO019 01IO027 01IO027 01IO032 01IO032 01IO037 01IO037 01IO039 01IO039 01IO048 01IO048 01IO052 01IO052 01IO055 01IO055 03IO022 04IO013 01IO007 01IO018 01IO022 01IO033 01IO040,IO,"Shen,Zed",IO,,,,40,Shen/Zed,,,,
CMAQUBAHBMGRIGRGG5GFEXLGAIAQCAQJAMCAOEB3NUBACAICEUAQGAQZ,"IO,SH",203,04SH011 04SH011 04SH011 04SH013 04SH013 04SH013 04SH020 04SH020 04SH020 04SH026 04SH026 04SH026 04SH038 04SH038 04SH038 04SH055 04SH055 04SH055 04SH076 04SH076 04SH076 04SH082 04SH082 04SH082 04SH093 04SH093 04SH093 04SH102 04SH102 04SH102 01IO009 01IO009 04SH016 04SH016 04SH059 04SH059 04SH109 04SH109 01IO037 03IO025,SH,"Sivir,Zed","IO,SH","04SH102,04SH102,04SH102",,,36,Sivir/Zed,,,04SH102,SH
CMBACAICBEDQIBYFCQNCMN2RM4BAEAYCCQMQKBAHAFCU6XLGAEBAIBZ3NU,"IO,SH",207,01IO009 01IO009 01IO009 04SH005 04SH005 04SH005 04SH020 04SH020 04SH020 04SH026 04SH026 04SH026 04SH038 04SH038 04SH038 04SH055 04SH055 04SH055 04SH081 04SH081 04SH081 04SH103 04SH103 04SH103 03IO020 03IO020 03IO025 03IO025 04SH001 04SH001 04SH069 04SH069 04SH079 04SH079 04SH093 04SH093 04SH102 04SH102 04SH059 04SH109,SH,"Sivir,Zed","IO,SH","04SH102,04SH102",,,33,Sivir/Zed,,,04SH102,SH
CMBQCAICBEAQGAQZBACAOBINCQNCMN25M4AQGBAHIVIWMAQBAMBBIAYEA4PDWTY,"IO,SH",207,01IO009 01IO009 01IO009 03IO025 03IO025 03IO025 04SH005 04SH005 04SH005 04SH013 04SH013 04SH013 04SH020 04SH020 04SH020 04SH026 04SH026 04SH026 04SH038 04SH038 04SH038 04SH055 04SH055 04SH055 04SH093 04SH093 04SH093 04SH103 04SH103 04SH103 04SH069 04SH069 04SH081 04SH081 04SH102 04SH102 03IO020 04SH030 04SH059 04SH079,SH,"Sivir,Zed","IO,SH","04SH102,04SH102",,,33,Sivir/Zed,,,04SH102,SH
CMBQCAICBEAQGAQZBECAOAQUDITDORK5MZTQCAYEA4AUYTYBAECAOOY,"IO,SH",207,01IO009 01IO009 01IO009 03IO025 03IO025 03IO025 04SH002 04SH002 04SH002 04SH020 04SH020 04SH020 04SH026 04SH026 04SH026 04SH038 04SH038 04SH038 04SH055 04SH055 04SH055 04SH069 04SH069 04SH069 04SH093 04SH093 04SH093 04SH102 04SH102 04SH102 04SH103 04SH103 04SH103 04SH001 04SH001 04SH076 04SH076 04SH079 04SH079 04SH059,SH,"Sivir,Zed","IO,SH","04SH102,04SH102,04SH102",,,34,Sivir/Zed,,,04SH102,SH
CEBAMAIDAIGCKKBOG4DAEAYBAMCAOCAJAIAQCAQWAEAQGCAA,"IO,NX",100,01NX002 01NX002 01NX002 01NX012 01NX012 01NX012 01NX037 01NX037 01NX037 01NX040 01NX040 01NX040 01NX046 01NX046 01NX046 01NX055 01NX055 01NX055 02NX001 02NX001 02NX001 02NX003 02NX003 02NX003 02NX004 02NX004 02NX004 02NX007 02NX007 02NX007 02NX008 02NX008 02NX008 02NX009 02NX009 02NX009 01IO022 01IO022 01NX008 01NX008,NX,Swain,NX,"01NX008,01NX008",,,38,Swain (IO/NX),,,01NX008,NX
CIAQQAYJBENSGKBJGM5FYAQBAEBDCBQDBEJUOUKVMBSAEAIDAIKACAYJKQ,"IO,MT",200,03MT009 03MT009 03MT009 03MT027 03MT027 03MT027 03MT035 03MT035 03MT035 03MT040 03MT040 03MT040 03MT041 03MT041 03MT041 03MT051 03MT051 03MT051 03MT058 03MT058 03MT058 03MT092 03MT092 03MT092 01IO049 01IO049 03MT019 03MT019 03MT071 03MT071 03MT081 03MT081 03MT085 03MT085 03MT096 03MT096 03MT100 03MT100 03IO020 03MT084,MT,"Taric,Zoe",MT,,,,37,Taric/Zoe (IO/MT),,,,
CQBQCAIEBAAQEAQKA4AQEAQGBQIRUMRZAIAQGAQUAMAQEDQVFQBQCBIKAUBACAQ3FABAEAQFBE,"BC,IO",214,01PZ008 01PZ008 01PZ008 02IO010 02IO010 02IO010 01IO002 01IO002 01IO002 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO026 01IO026 01IO026 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 03IO020 03IO020 01IO014 01IO014 01IO021 01IO021 01IO044 01IO044 05BC005 01IO027 01IO040 02IO005 02IO009,IO,Teemo,PZ,"01IO050,01IO050,01IO050",01BC008 01BC008 01BC008 02IO010 02IO010 02IO010 01IO002 01IO002 01IO002 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO026 01IO026 01IO026 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 03IO020 03IO020 01IO014 01IO014 01IO021 01IO021 01IO044 01IO044 05BC005 01IO027 01IO040 02IO005 02IO009,"BC,IO",36,Teemo (BC/IO),,,01IO050,IO
CQCACAIEBAAQGAQJAMAQEJBLGIBQKCSFIZSAIAICAICQCAYCCQAQKCQBAUAQEAQMDAODCAA,"BC,IO",214,01PZ008 01PZ008 01PZ008 03IO009 03IO009 03IO009 01IO036 01IO036 01IO036 01IO043 01IO043 01IO043 01IO050 01IO050 01IO050 05BC069 05BC069 05BC069 05BC070 05BC070 05BC070 05BC100 05BC100 05BC100 02IO005 02IO005 03IO020 03IO020 05BC001 05BC001 01IO002 01IO002 01IO012 01IO012 01IO024 01IO024 01IO028 01IO028 01IO049 01IO049,IO,Teemo,PZ,"01IO050,01IO050,01IO050",01BC008 01BC008 01BC008 03IO009 03IO009 03IO009 01IO036 01IO036 01IO036 01IO043 01IO043 01IO043 01IO050 01IO050 01IO050 05BC069 05BC069 05BC069 05BC070 05BC070 05BC070 05BC100 05BC100 05BC100 02IO005 02IO005 03IO020 03IO020 05BC001 05BC001 01IO002 01IO002 01IO012 01IO012 01IO024 01IO024 01IO028 01IO028 01IO049 01IO049,"BC,IO",26,Teemo (BC/IO),,,01IO050,IO
CQCQCAIEBAAQEAQKAECAEDYCAUBBKGQGAEBAMDARFQZDSAYBAEBCMAIDAICQCBACAEAQCBIKUYAQ,"BC,IO",221,01PZ008 01PZ008 01PZ008 02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO038 01IO038 03IO005 03IO005 04IO001 04IO001 05BC166,IO,Teemo,PZ,"01IO050,01IO050,01IO050",01BC008 01BC008 01BC008 02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO038 01IO038 03IO005 03IO005 04IO001 04IO001 05BC166,"BC,IO",36,Teemo (BC/IO),,,01IO050,IO
CEBQEAIEA4EAKAICAIDAYMRZAUBAEAIDAUEQUAICAEBBQMIA,"IO,PZ",100,01PZ007 01PZ007 01PZ007 01PZ008 01PZ008 01PZ008 01IO002 01IO002 01IO002 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 02IO001 02IO001 02IO001 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO009 02IO009 02IO009 02IO010 02IO010 02IO010 01IO024 01IO024 01IO049 01IO049,IO,Teemo,PZ,"01IO050,01IO050,01IO050",,,34,Teemo (IO/PZ),,,01IO050,IO
CEBQGAIEBAMS4AYCAIBQKCQFAEBAMDBMGI3QEAIBAQ5AEAICBMYQCAICAIEQ,"IO,PZ",100,01PZ008 01PZ008 01PZ008 01PZ025 01PZ025 01PZ025 01PZ046 01PZ046 01PZ046 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO055 01IO055 01IO055 01PZ058 01PZ058 01IO011 01IO011 01IO049 01IO049 02IO009,IO,Teemo,PZ,"01IO050,01IO050,01IO050",,,29,Teemo (IO/PZ),,,01IO050,IO
CEBQCAIEBABQEAQDBEFAIAICAIGDEOIDAEBQEBICAEBCWMICAECDKOQDAIAQEGBXAIBAEAIHAIBQEBQU,"IO,PZ",200,01PZ008 01PZ008 01PZ008 02IO003 02IO003 02IO003 02IO009 02IO009 02IO009 02IO010 02IO010 02IO010 01IO002 01IO002 01IO002 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 03IO005 03IO005 01IO043 01IO043 01IO049 01IO049 01PZ053 01PZ053 01PZ058 01PZ058 01IO024 01IO055 02IO001 02IO007 03IO006 03IO020,IO,Teemo,PZ,"01IO050,01IO050,01IO050",,,33,Teemo (IO/PZ),,,01IO050,IO
CECQCAQCBIAQEBADAIBQECIUAMAQICAKDECQCAQLBQKBYMQBAEAQENACAEAQEJYBAMCBI,"IO,PZ",200,02IO010 02IO010 02IO010 02PZ003 02PZ003 02PZ003 03IO009 03IO009 03IO009 03IO020 03IO020 03IO020 01PZ008 01PZ008 01PZ008 01PZ010 01PZ010 01PZ010 01PZ025 01PZ025 01PZ025 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO020 01IO020 01IO020 01IO028 01IO028 01IO028 01IO050 01IO050 01IO050 01IO052 01IO052 01IO039 03PZ020,IO,Teemo,PZ,"01IO050,01IO050,01IO050",,,27,Teemo (IO/PZ),,,01IO050,IO
CECQCAYECQBACBAIDEBAEAQDBIBAGAQICQCQCAQLBQMDCMQCAEAQEHABAMBAKAA,"IO,PZ",200,03PZ020 03PZ020 03PZ020 01PZ008 01PZ008 01PZ008 01PZ025 01PZ025 01PZ025 02IO003 02IO003 02IO003 02IO010 02IO010 02IO010 03IO008 03IO008 03IO008 03IO020 03IO020 03IO020 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO024 01IO024 01IO024 01IO049 01IO049 01IO049 01IO050 01IO050 01IO050 01IO028 01IO028 03IO005 03IO005,IO,Teemo,PZ,"01IO050,01IO050,01IO050",,,31,Teemo (IO/PZ),,,01IO050,IO
CEDACAQEAMAQGAQFAEBQIFACAIBAKCQDAECAQGJ2AQAQECYMGEZAEAICAIBACAYCCQAA,"IO,PZ",200,02PZ003 02PZ003 02PZ003 03IO005 03IO005 03IO005 03PZ020 03PZ020 03PZ020 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 01PZ008 01PZ008 01PZ008 01PZ025 01PZ025 01PZ025 01PZ058 01PZ058 01PZ058 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO049 01IO049 01IO049 01IO050 01IO050 01IO050 02IO002 02IO002 03IO020 03IO020,IO,Teemo,PZ,"01IO050,01IO050,01IO050",,,25,Teemo (IO/PZ),,,01IO050,IO
CEBAEAIEBA5AIAICBMJDEOIDAEAQIGICAMBAUGIGAEBAECREE4WDCBABAEBAYAIBAQDQCAQCBIAQGAQU,"IO,PZ",201,01PZ008 01PZ008 01PZ008 01PZ058 01PZ058 01PZ058 01IO011 01IO011 01IO011 01IO018 01IO018 01IO018 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01PZ025 01PZ025 03IO010 03IO010 03IO025 03IO025 01IO002 01IO002 01IO010 01IO010 01IO036 01IO036 01IO039 01IO039 01IO044 01IO044 01IO049 01IO049 01IO012 01PZ007 02IO010 03IO020,IO,Teemo,PZ,"01IO050,01IO050,01IO050",,,31,Teemo (IO/PZ),,,01IO050,IO
