player,opponent,muWin,muGames,muWR,factions,okCI,direction,CI,playrate
Jarvan IV / Shen,Thresh / Viego (SI/SH),15,30,0.5,"Demacia,Ionia",FALSE,NEG,(31.3%-68.7%),0.0274065800402763
Jarvan IV / Shen,Trundle / Tryndamere (FR/SI),28,46,0.608695652173913,"Demacia,Ionia",FALSE,POS,(45.4%-74.9%),0.0274065800402763
Jarvan IV / Shen,Twisted Fate (BW/PZ),10,11,0.909090909090909,"Demacia,Ionia",TRUE,POS,(58.7%-99.8%),0.0274065800402763
Jarvan IV / Shen,Twisted Fate / Viego,37,82,0.451219512195122,"Demacia,Ionia",FALSE,NEG,(34.1%-56.5%),0.0274065800402763
Jarvan IV / Shen,Twisted Fate / Zilean,16,38,0.421052631578947,"Demacia,Ionia",FALSE,NEG,(26.3%-59.2%),0.0274065800402763
Jarvan IV / Shen,Vi / Zoe,10,13,0.769230769230769,"Demacia,Ionia",FALSE,POS,(46.2%-95.0%),0.0274065800402763
Jarvan IV / Shen,Viego (DE/SI),12,15,0.8,"Demacia,Ionia",TRUE,POS,(51.9%-95.7%),0.0274065800402763
Jarvan IV / Shen,Viego (FR/SI),106,218,0.486238532110092,"Demacia,Ionia",FALSE,NEG,(41.8%-55.5%),0.0274065800402763
Jarvan IV / Shen,Viego (IO/SI),172,296,0.581081081081081,"Demacia,Ionia",TRUE,POS,(52.3%-63.8%),0.0274065800402763
Jarvan IV / Shen,Viego (SI/SH),179,326,0.549079754601227,"Demacia,Ionia",FALSE,POS,(49.3%-60.4%),0.0274065800402763
Jarvan IV / Shen,Viego / Zed,17,31,0.548387096774194,"Demacia,Ionia",FALSE,POS,(36.0%-72.7%),0.0274065800402763
Jarvan IV / Shen,Viktor / Zoe,11,15,0.733333333333333,"Demacia,Ionia",FALSE,POS,(44.9%-92.2%),0.0274065800402763
Jarvan IV / Shen,Yeti (FR/NX),15,27,0.555555555555556,"Demacia,Ionia",FALSE,POS,(35.3%-74.5%),0.0274065800402763
Jarvan IV / Shen,Yeti (FR/PZ),9,19,0.473684210526316,"Demacia,Ionia",FALSE,NEG,(24.4%-71.1%),0.0274065800402763
Jarvan IV / Shen,Zed (FR/IO),11,23,0.478260869565217,"Demacia,Ionia",FALSE,NEG,(26.8%-69.4%),0.0274065800402763
Jarvan IV / Shen,Zed (IO/NX),9,15,0.6,"Demacia,Ionia",FALSE,POS,(32.3%-83.7%),0.0274065800402763
Jarvan IV / Shyvana (DE/MT),Akshan / Sivir (IO/SH),5,16,0.3125,"Demacia,MtTargon",FALSE,NEG,(11.0%-58.7%),0.000265037945387985
Jarvan IV / Shyvana (DE/MT),Azir / Irelia,8,17,0.470588235294118,"Demacia,MtTargon",FALSE,NEG,(23.0%-72.2%),0.000265037945387985
Jarvan IV / Shyvana (DE/MT),Gangplank / Sejuani,7,12,0.583333333333333,"Demacia,MtTargon",FALSE,POS,(27.7%-84.8%),0.000265037945387985
Jarvan IV / Shyvana (DE/MT),Pyke / Rek'Sai,5,13,0.384615384615385,"Demacia,MtTargon",FALSE,NEG,(13.9%-68.4%),0.000265037945387985
Jarvan IV / Shyvana (DE/SI),Akshan / Lee Sin,4,16,0.25,"Demacia,ShadowIsles",FALSE,NEG,(7.3%-52.4%),0.000498129352715811
Jarvan IV / Shyvana (DE/SI),Akshan / Sivir (DE/SH),3,11,0.272727272727273,"Demacia,ShadowIsles",FALSE,NEG,(6.0%-61.0%),0.000498129352715811
Jarvan IV / Shyvana (DE/SI),Akshan / Sivir (IO/SH),9,24,0.375,"Demacia,ShadowIsles",FALSE,NEG,(18.8%-59.4%),0.000498129352715811
Jarvan IV / Shyvana (DE/SI),Azir / Irelia,12,23,0.521739130434783,"Demacia,ShadowIsles",FALSE,POS,(30.6%-73.2%),0.000498129352715811
Jarvan IV / Shyvana (DE/SI),Draven / Ezreal,2,12,0.166666666666667,"Demacia,ShadowIsles",TRUE,NEG,(2.1%-48.4%),0.000498129352715811
Jarvan IV / Shyvana (DE/SI),Ezreal / Karma,6,14,0.428571428571429,"Demacia,ShadowIsles",FALSE,NEG,(17.7%-71.1%),0.000498129352715811
Jarvan IV / Shyvana (DE/SI),Gangplank / Miss Fortune (BW/NX),6,15,0.4,"Demacia,ShadowIsles",FALSE,NEG,(16.3%-67.7%),0.000498129352715811
Jarvan IV / Shyvana (DE/SI),Gangplank / Sejuani,15,26,0.576923076923077,"Demacia,ShadowIsles",FALSE,POS,(36.9%-76.6%),0.000498129352715811
Jarvan IV / Shyvana (DE/SI),Jarvan IV / Shen,2,12,0.166666666666667,"Demacia,ShadowIsles",TRUE,NEG,(2.1%-48.4%),0.000498129352715811
Jarvan IV / Shyvana (DE/SI),Pyke / Rek'Sai,3,19,0.157894736842105,"Demacia,ShadowIsles",TRUE,NEG,(3.4%-39.6%),0.000498129352715811
Jarvan IV / Shyvana (DE/SI),Sivir / Zed,11,24,0.458333333333333,"Demacia,ShadowIsles",FALSE,NEG,(25.6%-67.2%),0.000498129352715811
Jarvan IV / Sivir,Akshan / Lee Sin,14,25,0.56,"Demacia,Shurima",FALSE,POS,(34.9%-75.6%),0.000746602426517047
Jarvan IV / Sivir,Akshan / Sivir (DE/SH),7,16,0.4375,"Demacia,Shurima",FALSE,NEG,(19.8%-70.1%),0.000746602426517047
Jarvan IV / Sivir,Akshan / Sivir (IO/SH),16,34,0.470588235294118,"Demacia,Shurima",FALSE,NEG,(29.8%-64.9%),0.000746602426517047
Jarvan IV / Sivir,Akshan / Sivir / Zed,6,15,0.4,"Demacia,Shurima",FALSE,NEG,(16.3%-67.7%),0.000746602426517047
Jarvan IV / Sivir,Azir / Irelia,17,39,0.435897435897436,"Demacia,Shurima",FALSE,NEG,(27.8%-60.4%),0.000746602426517047
Jarvan IV / Sivir,Draven / Ezreal,10,24,0.416666666666667,"Demacia,Shurima",FALSE,NEG,(22.1%-63.4%),0.000746602426517047
Jarvan IV / Sivir,Draven / Jinx,10,22,0.454545454545455,"Demacia,Shurima",FALSE,NEG,(24.4%-67.8%),0.000746602426517047
Jarvan IV / Sivir,Ezreal / Karma,9,14,0.642857142857143,"Demacia,Shurima",FALSE,POS,(35.1%-87.2%),0.000746602426517047
Jarvan IV / Sivir,Gangplank / Miss Fortune (BW/NX),14,27,0.518518518518519,"Demacia,Shurima",FALSE,POS,(31.9%-71.3%),0.000746602426517047
Jarvan IV / Sivir,Gangplank / Sejuani,16,41,0.390243902439024,"Demacia,Shurima",FALSE,NEG,(24.2%-55.5%),0.000746602426517047
Jarvan IV / Sivir,Jarvan IV / Shen,5,14,0.357142857142857,"Demacia,Shurima",FALSE,NEG,(12.8%-64.9%),0.000746602426517047
Jarvan IV / Sivir,Jinx / Lulu,6,13,0.461538461538462,"Demacia,Shurima",FALSE,NEG,(19.2%-74.9%),0.000746602426517047
Jarvan IV / Sivir,Lee Sin / Zoe,6,13,0.461538461538462,"Demacia,Shurima",FALSE,NEG,(19.2%-74.9%),0.000746602426517047
Jarvan IV / Sivir,Lulu / Zed (DE/IO),7,18,0.388888888888889,"Demacia,Shurima",FALSE,NEG,(17.3%-64.3%),0.000746602426517047
Jarvan IV / Sivir,Nasus / Viego,5,12,0.416666666666667,"Demacia,Shurima",FALSE,NEG,(15.2%-72.3%),0.000746602426517047
Jarvan IV / Sivir,Pyke / Rek'Sai,21,45,0.466666666666667,"Demacia,Shurima",FALSE,NEG,(31.7%-62.1%),0.000746602426517047
Jarvan IV / Sivir,Sivir / Zed,4,17,0.235294117647059,"Demacia,Shurima",TRUE,NEG,(6.8%-49.9%),0.000746602426517047
Jarvan IV / Sivir,Swain / Twisted Fate,6,13,0.461538461538462,"Demacia,Shurima",FALSE,NEG,(19.2%-74.9%),0.000746602426517047
Jarvan IV / Sivir,Viego (SI/SH),12,20,0.6,"Demacia,Shurima",FALSE,POS,(36.1%-80.9%),0.000746602426517047
Jarvan IV / Taric,Akshan / Lee Sin,11,25,0.44,"Demacia,MtTargon",FALSE,NEG,(24.4%-65.1%),0.00196293728302976
Jarvan IV / Taric,Akshan / Sivir (DE/SH),10,40,0.25,"Demacia,MtTargon",TRUE,NEG,(12.7%-41.2%),0.00196293728302976
Jarvan IV / Taric,Akshan / Sivir (IO/SH),23,67,0.343283582089552,"Demacia,MtTargon",TRUE,NEG,(23.2%-46.9%),0.00196293728302976
Jarvan IV / Taric,Akshan / Sivir / Zed,17,57,0.298245614035088,"Demacia,MtTargon",TRUE,NEG,(18.4%-43.4%),0.00196293728302976
Jarvan IV / Taric,Anivia (FR/SI),23,37,0.621621621621622,"Demacia,MtTargon",FALSE,POS,(44.8%-77.5%),0.00196293728302976
Jarvan IV / Taric,Azir / Irelia,44,116,0.379310344827586,"Demacia,MtTargon",TRUE,NEG,(29.1%-47.4%),0.00196293728302976
Jarvan IV / Taric,Draven / Ezreal,25,83,0.301204819277108,"Demacia,MtTargon",TRUE,NEG,(20.5%-41.2%),0.00196293728302976
Jarvan IV / Taric,Draven / Fizz,2,11,0.181818181818182,"Demacia,MtTargon",FALSE,NEG,(2.3%-51.8%),0.00196293728302976
Jarvan IV / Taric,Draven / Jinx,28,60,0.466666666666667,"Demacia,MtTargon",FALSE,NEG,(33.7%-60.0%),0.00196293728302976
Jarvan IV / Taric,Draven / Riven (NX/PZ),6,11,0.545454545454545,"Demacia,MtTargon",FALSE,POS,(23.4%-83.3%),0.00196293728302976
Jarvan IV / Taric,Ekko / Zilean,7,15,0.466666666666667,"Demacia,MtTargon",FALSE,NEG,(21.3%-73.4%),0.00196293728302976
Jarvan IV / Taric,Ezreal / Karma,26,47,0.553191489361702,"Demacia,MtTargon",FALSE,POS,(40.1%-69.8%),0.00196293728302976
Jarvan IV / Taric,Ezreal / Teemo (FR/PZ),11,16,0.6875,"Demacia,MtTargon",FALSE,POS,(41.3%-89.0%),0.00196293728302976
Jarvan IV / Taric,Fiora / Shen,4,18,0.222222222222222,"Demacia,MtTargon",TRUE,NEG,(6.4%-47.6%),0.00196293728302976
Jarvan IV / Taric,Gangplank / Miss Fortune (BW/NX),28,77,0.363636363636364,"Demacia,MtTargon",TRUE,NEG,(25.7%-48.1%),0.00196293728302976
Jarvan IV / Taric,Gangplank / Sejuani,49,123,0.398373983739837,"Demacia,MtTargon",TRUE,NEG,(31.1%-49.1%),0.00196293728302976
Jarvan IV / Taric,Gangplank / Twisted Fate (BW/NX),6,14,0.428571428571429,"Demacia,MtTargon",FALSE,NEG,(17.7%-71.1%),0.00196293728302976
Jarvan IV / Taric,GoHard,8,15,0.533333333333333,"Demacia,MtTargon",FALSE,POS,(26.6%-78.7%),0.00196293728302976
Jarvan IV / Taric,Jarvan IV / Shen,15,44,0.340909090909091,"Demacia,MtTargon",TRUE,NEG,(20.5%-49.9%),0.00196293728302976
Jarvan IV / Taric,Jinx / Lulu,10,24,0.416666666666667,"Demacia,MtTargon",FALSE,NEG,(22.1%-63.4%),0.00196293728302976
Jarvan IV / Taric,Karma / Thresh,11,17,0.647058823529412,"Demacia,MtTargon",FALSE,POS,(38.3%-85.8%),0.00196293728302976
Jarvan IV / Taric,Lee Sin / Zoe,14,33,0.424242424242424,"Demacia,MtTargon",FALSE,NEG,(25.5%-60.8%),0.00196293728302976
Jarvan IV / Taric,Lissandra / Taliyah,7,11,0.636363636363636,"Demacia,MtTargon",FALSE,POS,(30.8%-89.1%),0.00196293728302976
Jarvan IV / Taric,Lulu / Zed (DE/IO),17,49,0.346938775510204,"Demacia,MtTargon",TRUE,NEG,(21.7%-49.6%),0.00196293728302976
Jarvan IV / Taric,Miss Fortune / Quinn,8,11,0.727272727272727,"Demacia,MtTargon",FALSE,POS,(39.0%-94.0%),0.00196293728302976
Jarvan IV / Taric,Nasus / Thresh,8,14,0.571428571428571,"Demacia,MtTargon",FALSE,POS,(28.9%-82.3%),0.00196293728302976
Jarvan IV / Taric,Nasus / Viego,7,11,0.636363636363636,"Demacia,MtTargon",FALSE,POS,(30.8%-89.1%),0.00196293728302976
Jarvan IV / Taric,Pyke / Rek'Sai,29,90,0.322222222222222,"Demacia,MtTargon",TRUE,NEG,(22.8%-42.9%),0.00196293728302976
Jarvan IV / Taric,Sivir / Zed,16,34,0.470588235294118,"Demacia,MtTargon",FALSE,NEG,(29.8%-64.9%),0.00196293728302976
Jarvan IV / Taric,Soraka / Tahm Kench,10,14,0.714285714285714,"Demacia,MtTargon",FALSE,POS,(41.9%-91.6%),0.00196293728302976
Jarvan IV / Taric,Swain / Twisted Fate,16,40,0.4,"Demacia,MtTargon",FALSE,NEG,(24.9%-56.7%),0.00196293728302976
Jarvan IV / Taric,Viego (FR/SI),10,15,0.666666666666667,"Demacia,MtTargon",FALSE,POS,(38.4%-88.2%),0.00196293728302976
Jarvan IV / Taric,Viego (IO/SI),11,19,0.578947368421053,"Demacia,MtTargon",FALSE,POS,(33.5%-79.7%),0.00196293728302976
Jarvan IV / Taric,Viego (SI/SH),17,37,0.45945945945946,"Demacia,MtTargon",FALSE,NEG,(29.5%-63.1%),0.00196293728302976
Jarvan IV / Zed,Azir / Irelia,19,28,0.678571428571429,"Demacia,Ionia",FALSE,POS,(47.6%-84.1%),0.000372709610701854
Jarvan IV / Zed,Gangplank / Miss Fortune (BW/NX),10,12,0.833333333333333,"Demacia,Ionia",TRUE,POS,(51.6%-97.9%),0.000372709610701854
Jarvan IV / Zed,Gangplank / Sejuani,10,22,0.454545454545455,"Demacia,Ionia",FALSE,NEG,(24.4%-67.8%),0.000372709610701854
Jarvan IV / Zed,Jarvan IV / Shen,8,14,0.571428571428571,"Demacia,Ionia",FALSE,POS,(28.9%-82.3%),0.000372709610701854
Jarvan IV / Zed,Pyke / Rek'Sai,19,33,0.575757575757576,"Demacia,Ionia",FALSE,POS,(39.2%-74.5%),0.000372709610701854
Jarvan IV / Zed,Sivir / Zed,14,21,0.666666666666667,"Demacia,Ionia",FALSE,POS,(43.0%-85.4%),0.000372709610701854
Jinx / Lulu,Akshan (FR/SH),10,15,0.666666666666667,"Ionia,Piltover",FALSE,POS,(38.4%-88.2%),0.0133997979085666
Jinx / Lulu,Akshan / Ekko,10,12,0.833333333333333,"Ionia,Piltover",TRUE,POS,(51.6%-97.9%),0.0133997979085666
Jinx / Lulu,Akshan / Lee Sin,113,216,0.523148148148148,"Ionia,Piltover",FALSE,POS,(45.4%-59.1%),0.0133997979085666
Jinx / Lulu,Akshan / Malphite / Taliyah,13,21,0.619047619047619,"Ionia,Piltover",FALSE,POS,(38.4%-81.9%),0.0133997979085666
Jinx / Lulu,Akshan / Riven,26,44,0.590909090909091,"Ionia,Piltover",FALSE,POS,(43.2%-73.7%),0.0133997979085666
Jinx / Lulu,Akshan / Sivir (DE/SH),83,222,0.373873873873874,"Ionia,Piltover",TRUE,NEG,(31.0%-44.1%),0.0133997979085666
Jinx / Lulu,Akshan / Sivir (FR/SH),9,21,0.428571428571429,"Ionia,Piltover",FALSE,NEG,(21.8%-66.0%),0.0133997979085666
Jinx / Lulu,Akshan / Sivir (IO/SH),263,503,0.52286282306163,"Ionia,Piltover",FALSE,POS,(47.8%-56.7%),0.0133997979085666
Jinx / Lulu,Akshan / Sivir (MT/SH),15,21,0.714285714285714,"Ionia,Piltover",FALSE,POS,(47.8%-88.7%),0.0133997979085666
Jinx / Lulu,Akshan / Sivir / Zed,220,413,0.532687651331719,"Ionia,Piltover",FALSE,POS,(48.3%-58.2%),0.0133997979085666
Jinx / Lulu,Akshan / Taliyah (MT/SH),9,17,0.529411764705882,"Ionia,Piltover",FALSE,POS,(27.8%-77.0%),0.0133997979085666
Jinx / Lulu,Akshan / Taliyah (PZ/SH),7,11,0.636363636363636,"Ionia,Piltover",FALSE,POS,(30.8%-89.1%),0.0133997979085666
Jinx / Lulu,Akshan / Viego,5,14,0.357142857142857,"Ionia,Piltover",FALSE,NEG,(12.8%-64.9%),0.0133997979085666
Jinx / Lulu,Akshan / Viktor,10,17,0.588235294117647,"Ionia,Piltover",FALSE,POS,(32.9%-81.6%),0.0133997979085666
Jinx / Lulu,Akshan / Zilean (IO/SH),11,14,0.785714285714286,"Ionia,Piltover",FALSE,POS,(49.2%-95.3%),0.0133997979085666
Jinx / Lulu,Anivia (FR/SI),89,225,0.395555555555556,"Ionia,Piltover",TRUE,NEG,(33.1%-46.3%),0.0133997979085666
Jinx / Lulu,Ashe / LeBlanc,48,71,0.676056338028169,"Ionia,Piltover",TRUE,POS,(55.5%-78.2%),0.0133997979085666
Jinx / Lulu,Aurelion Sol / Shyvana,7,12,0.583333333333333,"Ionia,Piltover",FALSE,POS,(27.7%-84.8%),0.0133997979085666
Jinx / Lulu,Azir / Irelia,569,796,0.714824120603015,"Ionia,Piltover",TRUE,POS,(68.2%-74.6%),0.0133997979085666
Jinx / Lulu,Championless (FR/PZ),9,11,0.818181818181818,"Ionia,Piltover",FALSE,POS,(48.2%-97.7%),0.0133997979085666
Jinx / Lulu,Darius (NX/SH),17,34,0.5,"Ionia,Piltover",FALSE,NEG,(32.4%-67.6%),0.0133997979085666
Jinx / Lulu,Darius / Sivir,4,11,0.363636363636364,"Ionia,Piltover",FALSE,NEG,(10.9%-69.2%),0.0133997979085666
Jinx / Lulu,Diana / Nocturne,14,27,0.518518518518519,"Ionia,Piltover",FALSE,POS,(31.9%-71.3%),0.0133997979085666
Jinx / Lulu,Draven / Ezreal,211,459,0.459694989106754,"Ionia,Piltover",FALSE,NEG,(41.3%-50.7%),0.0133997979085666
Jinx / Lulu,Draven / Fizz,58,71,0.816901408450704,"Ionia,Piltover",TRUE,POS,(70.7%-89.9%),0.0133997979085666
Jinx / Lulu,Draven / Jinx,249,473,0.526427061310782,"Ionia,Piltover",FALSE,POS,(48.0%-57.2%),0.0133997979085666
Jinx / Lulu,Draven / Riven (NX/PZ),66,119,0.554621848739496,"Ionia,Piltover",FALSE,POS,(46.1%-64.6%),0.0133997979085666
Jinx / Lulu,Draven / Teemo,19,30,0.633333333333333,"Ionia,Piltover",FALSE,POS,(43.9%-80.1%),0.0133997979085666
Jinx / Lulu,Ekko / Zilean,43,80,0.5375,"Ionia,Piltover",FALSE,POS,(42.2%-65.0%),0.0133997979085666
Jinx / Lulu,Elise (NX/SI),14,32,0.4375,"Ionia,Piltover",FALSE,NEG,(26.4%-62.3%),0.0133997979085666
Jinx / Lulu,Elise / Kalista (FR/SI),9,13,0.692307692307692,"Ionia,Piltover",FALSE,POS,(38.6%-90.9%),0.0133997979085666
Jinx / Lulu,Elise / Viego (IO/SI),17,24,0.708333333333333,"Ionia,Piltover",FALSE,POS,(48.9%-87.4%),0.0133997979085666
Jinx / Lulu,Ezreal / Karma,140,302,0.463576158940397,"Ionia,Piltover",FALSE,NEG,(40.6%-52.2%),0.0133997979085666
Jinx / Lulu,Ezreal / Sejuani / Teemo,9,16,0.5625,"Ionia,Piltover",FALSE,POS,(29.9%-80.2%),0.0133997979085666
Jinx / Lulu,Ezreal / Teemo (FR/PZ),51,65,0.784615384615385,"Ionia,Piltover",TRUE,POS,(66.5%-87.7%),0.0133997979085666
Jinx / Lulu,Ezreal / Twisted Fate,21,43,0.488372093023256,"Ionia,Piltover",FALSE,NEG,(33.3%-64.5%),0.0133997979085666
Jinx / Lulu,Fiora / Jarvan IV / Shen,8,20,0.4,"Ionia,Piltover",FALSE,NEG,(19.1%-63.9%),0.0133997979085666
Jinx / Lulu,Fiora / Shen,46,141,0.326241134751773,"Ionia,Piltover",TRUE,NEG,(25.0%-41.0%),0.0133997979085666
Jinx / Lulu,Fizz / Twisted Fate (BW/PZ),13,18,0.722222222222222,"Ionia,Piltover",FALSE,POS,(46.5%-90.3%),0.0133997979085666
Jinx / Lulu,Gangplank / Miss Fortune (BW/NX),197,399,0.493734335839599,"Ionia,Piltover",FALSE,NEG,(44.4%-54.4%),0.0133997979085666
Jinx / Lulu,Gangplank / Sejuani,374,862,0.433874709976798,"Ionia,Piltover",TRUE,NEG,(40.0%-46.8%),0.0133997979085666
Jinx / Lulu,Gangplank / Sejuani / Twisted Fate,9,25,0.36,"Ionia,Piltover",FALSE,NEG,(18.0%-57.5%),0.0133997979085666
Jinx / Lulu,Gangplank / Twisted Fate (BW/NX),33,92,0.358695652173913,"Ionia,Piltover",TRUE,NEG,(26.1%-46.5%),0.0133997979085666
Jinx / Lulu,GoHard,44,105,0.419047619047619,"Ionia,Piltover",FALSE,NEG,(32.3%-51.9%),0.0133997979085666
Jinx / Lulu,Jarvan IV / Shen,122,331,0.368580060422961,"Ionia,Piltover",TRUE,NEG,(31.6%-42.3%),0.0133997979085666
Jinx / Lulu,Jarvan IV / Sivir,7,13,0.538461538461538,"Ionia,Piltover",FALSE,POS,(25.1%-80.8%),0.0133997979085666
Jinx / Lulu,Jarvan IV / Taric,14,24,0.583333333333333,"Ionia,Piltover",FALSE,POS,(36.6%-77.9%),0.0133997979085666
Jinx / Lulu,Jinx / Lulu,106,212,0.5,"Ionia,Piltover",FALSE,NEG,(43.1%-56.9%),0.0133997979085666
Jinx / Lulu,Kalista / Viego (IO/SI),13,23,0.565217391304348,"Ionia,Piltover",FALSE,POS,(34.5%-76.8%),0.0133997979085666
Jinx / Lulu,Karma (IO/PZ),9,13,0.692307692307692,"Ionia,Piltover",FALSE,POS,(38.6%-90.9%),0.0133997979085666
Jinx / Lulu,Karma / Thresh,34,89,0.382022471910112,"Ionia,Piltover",TRUE,NEG,(28.1%-49.1%),0.0133997979085666
Jinx / Lulu,LeBlanc / Sivir,34,52,0.653846153846154,"Ionia,Piltover",TRUE,POS,(50.9%-78.0%),0.0133997979085666
Jinx / Lulu,Lee Sin / Zoe,80,212,0.377358490566038,"Ionia,Piltover",TRUE,NEG,(31.2%-44.6%),0.0133997979085666
Jinx / Lulu,Lissandra / Taliyah,30,70,0.428571428571429,"Ionia,Piltover",FALSE,NEG,(31.1%-55.3%),0.0133997979085666
Jinx / Lulu,Lissandra / Trundle (FR/SI),5,12,0.416666666666667,"Ionia,Piltover",FALSE,NEG,(15.2%-72.3%),0.0133997979085666
Jinx / Lulu,Lucian / Miss Fortune,6,12,0.5,"Ionia,Piltover",FALSE,NEG,(21.1%-78.9%),0.0133997979085666
Jinx / Lulu,Lucian / Viego,10,16,0.625,"Ionia,Piltover",FALSE,POS,(35.4%-84.8%),0.0133997979085666
Jinx / Lulu,Lulu / Shen (DE/IO),3,13,0.230769230769231,"Ionia,Piltover",FALSE,NEG,(5.0%-53.8%),0.0133997979085666
Jinx / Lulu,Lulu / Teemo,11,17,0.647058823529412,"Ionia,Piltover",FALSE,POS,(38.3%-85.8%),0.0133997979085666
Jinx / Lulu,Lulu / Zed (DE/IO),250,417,0.599520383693046,"Ionia,Piltover",TRUE,POS,(55.1%-64.7%),0.0133997979085666
Jinx / Lulu,Malphite / Taliyah,8,14,0.571428571428571,"Ionia,Piltover",FALSE,POS,(28.9%-82.3%),0.0133997979085666
Jinx / Lulu,Maokai / Nautilus,87,126,0.690476190476191,"Ionia,Piltover",TRUE,POS,(60.2%-77.0%),0.0133997979085666
Jinx / Lulu,Maokai / Nautilus / Twisted Fate,6,11,0.545454545454545,"Ionia,Piltover",FALSE,POS,(23.4%-83.3%),0.0133997979085666
Jinx / Lulu,Maokai / Viego (IO/SI),10,14,0.714285714285714,"Ionia,Piltover",FALSE,POS,(41.9%-91.6%),0.0133997979085666
Jinx / Lulu,Miss Fortune / Quinn,39,79,0.493670886075949,"Ionia,Piltover",FALSE,NEG,(37.9%-60.9%),0.0133997979085666
Jinx / Lulu,Nasus / Thresh,26,66,0.393939393939394,"Ionia,Piltover",FALSE,NEG,(27.6%-52.2%),0.0133997979085666
Jinx / Lulu,Nasus / Viego,54,99,0.545454545454545,"Ionia,Piltover",FALSE,POS,(44.2%-64.6%),0.0133997979085666
Jinx / Lulu,Nasus / Zilean (SI/SH),8,23,0.347826086956522,"Ionia,Piltover",FALSE,NEG,(16.4%-57.3%),0.0133997979085666
Jinx / Lulu,Pyke / Rek'Sai,296,595,0.497478991596639,"Ionia,Piltover",FALSE,NEG,(45.7%-53.8%),0.0133997979085666
Jinx / Lulu,Renekton / Sejuani / Sivir,5,13,0.384615384615385,"Ionia,Piltover",FALSE,NEG,(13.9%-68.4%),0.0133997979085666
Jinx / Lulu,Sejuani / Swain,20,42,0.476190476190476,"Ionia,Piltover",FALSE,NEG,(32.0%-63.6%),0.0133997979085666
Jinx / Lulu,Sejuani / Teemo,6,11,0.545454545454545,"Ionia,Piltover",FALSE,POS,(23.4%-83.3%),0.0133997979085666
Jinx / Lulu,Shyvana (DE/SI),8,12,0.666666666666667,"Ionia,Piltover",FALSE,POS,(34.9%-90.1%),0.0133997979085666
Jinx / Lulu,Shyvana / Viego,8,13,0.615384615384615,"Ionia,Piltover",FALSE,POS,(31.6%-86.1%),0.0133997979085666
Jinx / Lulu,Sivir / Twisted Fate,15,31,0.483870967741936,"Ionia,Piltover",FALSE,NEG,(30.2%-66.9%),0.0133997979085666
Jinx / Lulu,Sivir / Zed,118,215,0.548837209302326,"Ionia,Piltover",FALSE,POS,(48.0%-61.7%),0.0133997979085666
Jinx / Lulu,Soraka / Tahm Kench,40,96,0.416666666666667,"Ionia,Piltover",FALSE,NEG,(31.7%-52.2%),0.0133997979085666
Jinx / Lulu,Swain / Twisted Fate,81,237,0.341772151898734,"Ionia,Piltover",TRUE,NEG,(28.2%-40.6%),0.0133997979085666
Jinx / Lulu,Teemo / Zed,60,79,0.759493670886076,"Ionia,Piltover",TRUE,POS,(65.0%-84.9%),0.0133997979085666
Jinx / Lulu,Thresh / Viego (IO/SI),57,103,0.553398058252427,"Ionia,Piltover",FALSE,POS,(45.2%-65.1%),0.0133997979085666
Jinx / Lulu,Trundle / Tryndamere (FR/SI),7,20,0.35,"Ionia,Piltover",FALSE,NEG,(15.4%-59.2%),0.0133997979085666
Jinx / Lulu,Twisted Fate / Viego,19,45,0.422222222222222,"Ionia,Piltover",FALSE,NEG,(27.7%-57.8%),0.0133997979085666
Jinx / Lulu,Twisted Fate / Zilean,10,24,0.416666666666667,"Ionia,Piltover",FALSE,NEG,(22.1%-63.4%),0.0133997979085666
Jinx / Lulu,Viego (FR/SI),53,101,0.524752475247525,"Ionia,Piltover",FALSE,POS,(42.3%-62.5%),0.0133997979085666
Jinx / Lulu,Viego (IO/SI),67,126,0.531746031746032,"Ionia,Piltover",FALSE,POS,(44.1%-62.1%),0.0133997979085666
Jinx / Lulu,Viego (SI/SH),119,215,0.553488372093023,"Ionia,Piltover",FALSE,POS,(48.4%-62.1%),0.0133997979085666
Jinx / Lulu,Zed (FR/IO),14,15,0.933333333333333,"Ionia,Piltover",TRUE,POS,(68.1%-99.8%),0.0133997979085666
Jinx / Twisted Fate,Azir / Irelia,8,11,0.727272727272727,"Bilgewater,Piltover",FALSE,POS,(39.0%-94.0%),0.000146717434054063
Jinx / Zilean,Akshan / Sivir / Zed,9,16,0.5625,"Piltover,Shurima",FALSE,POS,(29.9%-80.2%),0.000324198201054946
Jinx / Zilean,Azir / Irelia,8,19,0.421052631578947,"Piltover,Shurima",FALSE,NEG,(20.3%-66.5%),0.000324198201054946
Jinx / Zilean,Draven / Jinx,10,18,0.555555555555556,"Piltover,Shurima",FALSE,POS,(30.8%-78.5%),0.000324198201054946
Jinx / Zilean,Pyke / Rek'Sai,7,20,0.35,"Piltover,Shurima",FALSE,NEG,(15.4%-59.2%),0.000324198201054946
Jinx / Zilean,Sivir / Zed,14,18,0.777777777777778,"Piltover,Shurima",TRUE,POS,(52.4%-93.6%),0.000324198201054946
Kalista / Lucian,Akshan / Sivir (DE/SH),5,11,0.454545454545455,"Demacia,ShadowIsles",FALSE,NEG,(16.7%-76.6%),0.000133702177807332
Kalista / Twisted Fate,Lulu / Zed (DE/IO),8,13,0.615384615384615,"Bilgewater,ShadowIsles",FALSE,POS,(31.6%-86.1%),0.000154999869847438
