deck_code,archetype,archetype_self,factions,patch,cards,cards.region,champs,champs.region,allegiance,cards.fix,cards.region.fix,cards.region.freq,archetype_pretty,archetype_cluster,alle,alle.region
CQDACAYCAUAQIAQPAECQUOQCAIBAKCQCAUBAIGQFAEBAQCYMGI4QEAIBAMJQCAYCCQAA,Ahri/Kennen (IO/NX),x/recall/elusive/allegiance,"IO,NX",221,03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO008 01IO008 01IO008 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01NX019 01NX019 03IO020 03IO020,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO008 01IO008 01IO008 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01NX019 01NX019 03IO020 03IO020,"IO,NX",38,,,01IO050,IO
CQCQCAIDBIAQIAQPAECQUOQDAEBCYMRZAMCQEBAVDIBQCBACA4BAGAQFCQBQCAQLBQYQCAICAICQ,Ahri/Kennen (IO/NX),x/recall/elusive/allegiance,"IO,NX",221,01NX010 01NX010 01NX010 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 04IO007 04IO007 03IO005 03IO005 03IO020 03IO020 01IO011 01IO011 01IO012 01IO012 01IO049 01IO049 02IO005,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",01NX010 01NX010 01NX010 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 04IO007 04IO007 03IO005 03IO005 03IO020 03IO020 01IO011 01IO011 01IO012 01IO012 01IO049 01IO049 02IO005,"IO,NX",37,,,01IO050,IO
CQDACAQCBIAQEAYEAECAEDYBAUFDUAQFAICBUBIBAIFQYJRMGIBACAICEUBAGAQFCQAQCAYCAY,Ahri/Kennen (IO/NX),x/recall/elusive/allegiance,"IO,NX",221,02IO010 02IO010 02IO010 02NX004 02NX004 02NX004 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO038 01IO038 01IO038 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO037 01IO037 03IO005 03IO005 03IO020 03IO020 03IO006,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO010 02IO010 02IO010 02NX004 02NX004 02NX004 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO038 01IO038 01IO038 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO037 01IO037 03IO005 03IO005 03IO020 03IO020 03IO006,"IO,NX",37,,,01IO050,IO
CQCQCAYCCQAQIAQPAECQUOQCAUBAIGQEAEBAYLBSHECACAIEFYAQGAQFAIBAEBIKAICQEFIXAEAQGAQG,Ahri/Kennen (IO/PZ),x/recall/elusive/allegiance,"IO,PZ",221,03IO020 03IO020 03IO020 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01PZ046 01PZ046 03IO005 03IO005 02IO005 02IO005 02IO010 02IO010 05IO021 05IO021 05IO023 05IO023 03IO006,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",03IO020 03IO020 03IO020 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01PZ046 01PZ046 03IO005 03IO005 02IO005 02IO005 02IO010 02IO010 05IO021 05IO021 05IO023 05IO023 03IO006,"IO,PZ",38,,,01IO050,IO
CQDACAIEFYAQGAQFAECQUOQCAUBAIFIEAEBAWDBSHECAEAQDAUEQUAABAEAQEJI,Ahri/Kennen (IO/PZ),x/recall/elusive/allegiance,"IO,PZ",221,01PZ046 01PZ046 01PZ046 03IO005 03IO005 03IO005 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO009 02IO009 02IO009 02IO010 02IO010 02IO010 01IO037,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",01PZ046 01PZ046 01PZ046 03IO005 03IO005 03IO005 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO009 02IO009 02IO009 02IO010 02IO010 02IO010 01IO037,"IO,PZ",37,,,01IO050,IO
CQCACBIKHIBAKAQECUBQEAQDAUEQKAICAYFQYLBSAIAQGAQUAIAQEMJZAEAQIB2T,Ahri/Kennen (IO/SH),x/recall/elusive/allegiance,"IO,SH",221,05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO009 02IO009 02IO009 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 03IO020 03IO020 01IO049 01IO049 01IO057 01IO057 04SH083,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO009 02IO009 02IO009 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 03IO020 03IO020 01IO049 01IO049 01IO057 01IO057 04SH083,"IO,SH",39,,,01IO050,IO
CQCQCAQCBIAQIAQPAECQUOQDAEBAYLBSAMCQEBAVDIBQCAICHEAQEAQFAIBQEBIUAMAQIAQMAECAPCQBAMAQEBQLGE,Ahri/Kennen (IO/SH),x/recall/elusive/allegiance,"IO,SH",221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO057 01IO057 02IO005 02IO005 03IO005 03IO005 03IO020 03IO020 04IO012 04SH138 01IO006 01IO011 01IO049,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO057 01IO057 02IO005 02IO005 03IO005 03IO005 03IO020 03IO020 04IO012 04SH138 01IO006 01IO011 01IO049,"IO,SH",39,,,01IO050,IO
CQCACBIKHIBAEAQJBIBAKAQECUCQCAQGBMGCYMQDAEAQEOIBAQDYUAICAMBAKFACAEAQEMIBAUBBO,Ahri/Kennen (IO/SH),x/recall/elusive/allegiance,"IO,SH",221,05BC058 05BC058 05BC058 02IO009 02IO009 02IO009 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 04SH138 04SH138 03IO005 03IO005 03IO020 03IO020 01IO049 05IO023,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",05IO058 05IO058 05IO058 02IO009 02IO009 02IO009 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 04SH138 04SH138 03IO005 03IO005 03IO020 03IO020 01IO049 05IO023,"IO,SH",38,,,01IO050,IO
CQCQCAQCBIAQIAQPAECQUOQBAUBAIBABAIDAYMRZAQAQIB4KAEBAEAQDBABAGAQFCQBQCAQLFQYQA,Ahri/Kennen (IO/SH),x/recall/elusive/allegiance,"IO,SH",221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 04SH138 04SH138 02IO003 02IO003 02IO008 02IO008 03IO005 03IO005 03IO020 03IO020 01IO011 01IO011 01IO044 01IO044 01IO049 01IO049,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 04SH138 04SH138 02IO003 02IO003 02IO008 02IO008 03IO005 03IO005 03IO020 03IO020 01IO011 01IO011 01IO044 01IO044 01IO049 01IO049,"IO,SH",38,,,01IO050,IO
CQCQCAYCAUAQIAQPAECQUOQDAUBAIFI2AQAQEDBMGI4QGAIBAIFQCBAHRIAQEAQCBAFAEAIEAIDQCBICC4,Ahri/Kennen (IO/SH),x/recall/elusive/allegiance,"IO,SH",221,03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO011 01IO011 04SH138 04SH138 02IO008 02IO008 02IO010 02IO010 04IO007 05IO023,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO011 01IO011 04SH138 04SH138 02IO008 02IO008 02IO010 02IO010 04IO007 05IO023,"IO,SH",38,,,01IO050,IO
CQCQCBACB4AQKCR2AIBAEBIKAICQEBAVAQAQEDBMGI4QGAICAIEACBAHRIAQCBICC4BACAICGEBQGAQFAYKA,Ahri/Kennen (IO/SH),x/recall/elusive/allegiance,"IO,SH",221,04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 02IO008 02IO008 04SH138 04SH138 05IO023 05IO023 01IO049 03IO005 03IO006 03IO020,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 02IO008 02IO008 04SH138 04SH138 05IO023 05IO023 01IO049 03IO005 03IO006 03IO020,"IO,SH",38,,,01IO050,IO
CQDACAQCBAAQGAQFAECAEDYBAUFDUAQFAICBKBABAIEAYLBSAIAQEAQBAECAPCQBAMAQGAQUAECQEFYEAEBAWFJRHE,Ahri/Kennen (IO/SH),x/recall/elusive/allegiance,"IO,SH",221,02IO008 02IO008 02IO008 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO008 01IO008 01IO008 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 02IO001 02IO001 04SH138 04SH138 03IO020 05IO023 01IO011 01IO021 01IO049 01IO057,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO008 02IO008 02IO008 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO008 01IO008 01IO008 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 02IO001 02IO001 04SH138 04SH138 03IO020 05IO023 01IO011 01IO021 01IO049 01IO057,"IO,SH",38,,,01IO050,IO
CQDACAQCBIAQIAQPAECQUOQCAMBAKFACAUBAIFIFAEBAWDBMGI4QEAIBAIYQCBAHRIAQA,Ahri/Kennen (IO/SH),x/recall/elusive/allegiance,"IO,SH",221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 03IO005 03IO005 03IO005 03IO020 03IO020 03IO020 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO049 01IO049 04SH138 04SH138,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 03IO005 03IO005 03IO005 03IO020 03IO020 03IO020 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO049 01IO049 04SH138 04SH138,"IO,SH",38,,,01IO050,IO
CQDACAQCBIAQIAQPAECAPCQBAECQUOQCAEBAYMQCAUBAIGQDAEBQEBICAUBAOFIEAEBAQCZMGEBACAQCAUAQGAQU,Ahri/Kennen (IO/SH),x/recall/elusive/allegiance,"IO,SH",221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 04SH138 04SH138 04SH138 05BC058 05BC058 05BC058 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 03IO005 03IO005 05IO007 05IO007 05IO021 05IO021 01IO008 01IO008 01IO011 01IO011 01IO044 01IO044 01IO049 01IO049 02IO005 03IO020,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 04SH138 04SH138 04SH138 05IO058 05IO058 05IO058 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 03IO005 03IO005 05IO007 05IO007 05IO021 05IO021 01IO008 01IO008 01IO011 01IO011 01IO044 01IO044 01IO049 01IO049 02IO005 03IO020,"IO,SH",37,,,01IO050,IO
CQCQCBACB4AQIBZWAECQUOQDAUBAIFIXAQAQEBQMFQZAGAIBAI4QCAQCBIAQIB4KAEBQCAICGEAQKAQBAIBQEBIU,Ahri/Kennen (IO/SH),x/recall/elusive/allegiance,"IO,SH",221,04IO015 04IO015 04IO015 04SH054 04SH054 04SH054 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO023 05IO023 05IO023 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 02IO010 02IO010 04SH138 04SH138 01IO049 05IO001 03IO005 03IO020,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",04IO015 04IO015 04IO015 04SH054 04SH054 04SH054 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO023 05IO023 05IO023 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 02IO010 02IO010 04SH138 04SH138 01IO049 05IO001 03IO005 03IO020,"IO,SH",35,,,01IO050,IO
CQCACBIKHIBAKAQECUBQEAQDAUEAKAICBMGCYMRZAIAQCBITAIBQEBIUAEAQCARR,Ahri/Kennen (IO/SI),x/recall/elusive/allegiance,"IO,SI",221,05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO008 02IO008 02IO008 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01SI019 01SI019 03IO005 03IO005 03IO020 03IO020 01IO049,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO008 02IO008 02IO008 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01SI019 01SI019 03IO005 03IO005 03IO020 03IO020 01IO049,"IO,SI",38,,,01IO050,IO
CQDACAIFCMAQGAQUAECQUOQCAIBAGCQCAUBAIFIEAEBAWDBSHEBQCAICGEAQEAQFAECQEBYBAEBQEBI,Ahri/Kennen (IO/SI),x/recall/elusive/allegiance,"IO,SI",221,01SI019 01SI019 01SI019 03IO020 03IO020 03IO020 05BC058 05BC058 05BC058 02IO003 02IO003 02IO003 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO049 01IO049 02IO005 02IO005 05IO007 05IO007 03IO005,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",01SI019 01SI019 01SI019 03IO020 03IO020 03IO020 05IO058 05IO058 05IO058 02IO003 02IO003 02IO003 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO049 01IO049 02IO005 02IO005 05IO007 05IO007 03IO005,"IO,SI",37,,,01IO050,IO
CQDACAQCBEAQGBIQAECAEDYBAUFDUAIFAICAMAICAYFQYLBRGIBACBICA4BAGAQFCQAQCAICAI,Ahri/Kennen (IO/SI),x/recall/elusive/allegiance,"IO,SI",221,02IO009 02IO009 02IO009 03SI016 03SI016 03SI016 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO049 01IO049 01IO049 01IO050 01IO050 01IO050 05IO007 05IO007 03IO005 03IO005 03IO020 03IO020 01IO002,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO009 02IO009 02IO009 03SI016 03SI016 03SI016 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO049 01IO049 01IO049 01IO050 01IO050 01IO050 05IO007 05IO007 03IO005 03IO005 03IO020 03IO020 01IO002,"IO,SI",37,,,01IO050,IO
CQDQCAQCBIAQGAQFAEBQKEABAQBA6AIFBI5ACBICAQCQCAQLBQWDEOICAEAQECABAMBBIAYBAEBDCAICAIEACBICA4,Ahri/Kennen (IO/SI),x/recall/elusive/allegiance,"IO,SI",221,02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 03SI016 03SI016 03SI016 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO008 01IO008 03IO020 03IO020 01IO049 02IO008 05IO007,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 03SI016 03SI016 03SI016 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO008 01IO008 03IO020 03IO020 01IO049 02IO008 05IO007,"IO,SI",37,,,01IO050,IO
CQDQCAYCAUAQGBIQAECAEDYBAUFDUAIFAICAEAQCAMFAIAICBMGCYMQDAEBQEFABAQBBIAIFAIKQCAICAICQ,Ahri/Kennen (IO/SI),x/recall/elusive/allegiance,"IO,SI",221,03IO005 03IO005 03IO005 03SI016 03SI016 03SI016 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 02IO003 02IO003 02IO003 02IO010 02IO010 02IO010 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 03IO020 03IO020 04IO020 04IO020 05IO021 05IO021 02IO005,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",03IO005 03IO005 03IO005 03SI016 03SI016 03SI016 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 02IO003 02IO003 02IO003 02IO010 02IO010 02IO010 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 03IO020 03IO020 04IO020 04IO020 05IO021 05IO021 02IO005,"IO,SI",37,,,01IO050,IO
CQDQCAQCAMAQGAQFAEBQKEABAQBBIAIFBI5AEAICGEZAEBICAQKQGAIEAIHQEAICBM4QGAQCAUEAUAIBAECRG,Ahri/Kennen (IO/SI),x/recall/elusive/allegiance,"IO,SI",221,02IO003 02IO003 02IO003 03IO005 03IO005 03IO005 03SI016 03SI016 03SI016 04IO020 04IO020 04IO020 05BC058 05BC058 05BC058 01IO049 01IO049 01IO049 01IO050 01IO050 01IO050 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 04IO015 04IO015 01IO011 01IO011 01IO057 01IO057 02IO005 02IO005 02IO008 02IO008 02IO010 02IO010 01SI019,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO003 02IO003 02IO003 03IO005 03IO005 03IO005 03SI016 03SI016 03SI016 04IO020 04IO020 04IO020 05IO058 05IO058 05IO058 01IO049 01IO049 01IO049 01IO050 01IO050 01IO050 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 04IO015 04IO015 01IO011 01IO011 01IO057 01IO057 02IO005 02IO005 02IO008 02IO008 02IO010 02IO010 01SI019,"IO,SI",36,,,01IO050,IO
CQDACAQCAUAQKCR2AECQEBACAMCQMEACAQBA6FAEAEBAWDBMHEBACBICCUBAGAQFCQAQCAICGE,Ahri/Kennen (IO/SI),x/recall/elusive/allegiance,"IO,SI",221,02IO005 02IO005 02IO005 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 03SI006 03SI006 03SI006 03SI016 03SI016 03SI016 04IO015 04IO015 04IO015 04IO020 04IO020 04IO020 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO057 01IO057 01IO057 05IO021 05IO021 03IO005 03IO005 03IO020 03IO020 01IO049,IO,"Ahri,Kennen","BC,IO",,02IO005 02IO005 02IO005 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 03SI006 03SI006 03SI006 03SI016 03SI016 03SI016 04IO015 04IO015 04IO015 04IO020 04IO020 04IO020 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO057 01IO057 01IO057 05IO021 05IO021 03IO005 03IO005 03IO020 03IO020 01IO049,"IO,SI",34,,,,
CQDACBACB4AQKCRYAECQEGQCAIBAKCQCAMBAKGIDAEBAYMRZAMAQKCR2AECQEBACAEBA6MIBAICQEBYZ,Ahri/Kennen/Yasuo,2Y,"BC,IO",221,04IO015 04IO015 04IO015 05BC056 05BC056 05BC056 05IO026 05IO026 05IO026 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 03IO025 03IO025 03IO025 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 05BC058 05BC058 05IO004 05IO004 01IO015 01IO015 01IO049 01IO049 05IO007 05IO025,IO,"Ahri,Kennen,Yasuo","BC,IO","01IO050,01IO050,01IO050",,,35,,,01IO050,IO
CQCACAQCBIAQIAQPAICQUOVWAEBQCAQGBQWAGAICAICQGAICAIZDSAYFAIBQIFIDAECQEAQCAEBA6MICAMBAKFA,Ahri/Kennen/Yasuo,AK/recall/elusive/allegiance,"BC,IO",221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05BC182 05BC182 05BC182 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 02IO005 02IO005 01IO002 01IO002 01IO050 01IO050 01IO057 01IO057 05IO003 05IO003 05IO004 05IO004 05IO021 05IO021 05IO002 01IO015 01IO049 03IO005 03IO020,IO,"Ahri,Kennen,Yasuo","BC,IO","01IO050,01IO050",,,34,,,01IO050,IO
CQCQCAQCAUAQIAQPAECQVNQBAICQEFI2AMAQECAMFYCACAQCBIAQKCR2AECQEBAEAEBA6JBGFQBACBIKZUAQCBICDE,Ahri/Kennen/Yasuo,2Y,"BC,IO",221,02IO005 02IO005 02IO005 04IO015 04IO015 04IO015 05BC182 05BC182 05BC182 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO008 01IO008 01IO008 01IO012 01IO012 01IO012 01IO046 01IO046 01IO046 02IO010 02IO010 05BC058 05BC058 05IO004 05IO004 01IO015 01IO015 01IO036 01IO036 01IO038 01IO038 01IO044 01IO044 05BC205 05IO025,IO,"Ahri,Kennen,Yasuo","BC,IO",,,,34,,,,
