deck_code,factions,patch,cards,cards.region,champs,champs.region,allegiance,cards.fix,cards.region.fix,cards.region.freq,archetype,archetype_cluster,deck_code_2,
CECQCAQDBEAQGAYNAIBQIBIRAMAQGBAUFYCACBA3EQTDIAICAECACJYDAEAQGMYBAECB6AIEAMFA,"NX,PZ",203,02NX009 02NX009 02NX009 03NX013 03NX013 03NX013 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01NX004 01NX004 01NX004 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01PZ001 01PZ001 01PZ039 01PZ039 01NX051 01PZ031 04NX010,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"17,23",Draven/Ezreal,trib,CECQCAQDBEAQGAYNAIBQIBIRAMAQGBAUFYCACBA3EQTDIAICAECACJYDAEAQGMYBAECB6AIEAMFA,
CMDACAQDBAAQGAYNAECAGCQCAEBRILQCAMCAKEIDAECACJBGAMAQCAYEAEBAGCICAECCONACAEAQGMYBAECBW,"NX,PZ",203,02NX008 02NX008 02NX008 03NX013 03NX013 03NX013 04NX010 04NX010 04NX010 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01PZ001 01PZ001 01PZ001 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01NX004 01NX004 02NX009 02NX009 01PZ039 01PZ039 01PZ052 01PZ052 01NX051 01PZ027,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"20,2",Draven/Ezreal,trib,CMDACAQDBAAQGAYNAECAGCQCAEBRILQCAMCAKEIDAECACJBGAMAQCAYEAEBAGCICAECCONACAEAQGMYBAECBW,
CECACAQDBEBACAYUFYBAGBAFCECQCBA3D4SCMNAEAEAQIAIBAMBQ2AIEAMFAEAIDAQZQA,"NX,PZ",203,02NX009 02NX009 02NX009 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01PZ027 01PZ027 01PZ027 01PZ031 01PZ031 01PZ031 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01PZ001 01PZ001 03NX013 03NX013 04NX010 04NX010 01NX004 01NX004 01NX051 01NX051,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"17,23",Draven/Ezreal,trib,CECACAQDBEBACAYUFYBAGBAFCECQCBA3D4SCMNAEAEAQIAIBAMBQ2AIEAMFAEAIDAQZQA,
CMCACAQDBEBACAYUFYBAGBAFCECACBA3EQTDIAYBAEBTGAIDAMJQGAIEAEPSOAQBAQBQUAQBAMCBM,"NX,PZ",203,02NX009 02NX009 02NX009 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01NX051 01NX051 03NX019 03NX019 01PZ001 01PZ001 01PZ031 01PZ031 01PZ039 01PZ039 04NX010 01NX004 01NX022,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"16,24",Draven/Ezreal,trib,CMCACAQDBEBACAYUFYBAGBAFCECACBA3EQTDIAYBAEBTGAIDAMJQGAIEAEPSOAQBAQBQUAQBAMCBM,
CMCACAQDBEAQGBARAMAQGBAUFYBQCBBEEY2AIAIDAQCQCBADBIBACAZTG4BACBABDMBQCAIDGIAQGAYNAIAQIHZH,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 01NX004 01NX004 01NX004 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 03PZ005 03PZ005 04NX010 04NX010 01NX051 01NX051 01NX055 01NX055 01PZ001 01PZ001 01PZ027 01PZ027 01NX050 03NX013 01PZ031 01PZ039,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"20,2",Draven/Ezreal,trib,CMCACAQDBEAQGBARAMAQGBAUFYBQCBBEEY2AIAIDAQCQCBADBIBACAZTG4BACBABDMBQCAIDGIAQGAYNAIAQIHZH,
CECQCAQDBEAQGAYNAEBQIEIEAEBQIFBOGMCQCBABD4SCMNACAEBQIBIBAQBQUAA,"NX,PZ",203,02NX009 02NX009 02NX009 03NX013 03NX013 03NX013 03PZ017 03PZ017 03PZ017 01NX004 01NX004 01NX004 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01NX051 01NX051 01NX051 01PZ001 01PZ001 01PZ001 01PZ031 01PZ031 01PZ031 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 03PZ005 03PZ005 04NX010 04NX010,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"20,2",Draven/Ezreal,trib,CECQCAQDBEAQGAYNAEBQIEIEAEBQIFBOGMCQCBABD4SCMNACAEBQIBIBAQBQUAA,
CMCQCAQDBEAQGBARAECAGCQCAEBRILQFAECACGZEEY2AEAIDAQCQGAIDAQZTOAQBAEBRMAIBAQPQ,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 04NX010 04NX010 04NX010 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ001 01PZ001 01PZ001 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 03PZ005 03PZ005 01NX004 01NX004 01NX051 01NX051 01NX055 01NX055 01NX022 01PZ031,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"19,21",Draven/Ezreal,trib,CMCQCAQDBEAQGBARAECAGCQCAEBRILQFAECACGZEEY2AEAIDAQCQGAIDAQZTOAQBAEBRMAIBAQPQ,
CMCACAQDBEBACAYUFYBAGBAFCEBQCBBEEY2AGAIEAMFAEAIEAENQGAIDAQZTOAYBAEBRMAIDAMGQEAIED4TQ,"NX,PZ",203,02NX009 02NX009 02NX009 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 04NX010 04NX010 01PZ001 01PZ001 01PZ027 01PZ027 01NX004 01NX004 01NX051 01NX051 01NX055 01NX055 01NX022 03NX013 01PZ031 01PZ039,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"19,21",Draven/Ezreal,trib,CMCACAQDBEBACAYUFYBAGBAFCEBQCBBEEY2AGAIEAMFAEAIEAENQGAIDAQZTOAYBAEBRMAIDAMGQEAIED4TQ,
CECACAQDBEBAGBAFCEBQCAYECQXAIAIEAESCMNAEAEAQGMYBAMBQ2AIEAMFAEAIEDMPQA,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01NX004 01NX004 01NX004 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ001 01PZ001 01PZ001 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01NX051 01NX051 03NX013 03NX013 04NX010 04NX010 01PZ027 01PZ027 01PZ031 01PZ031,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"18,22",Draven/Ezreal,trib,CECACAQDBEBAGBAFCEBQCAYECQXAIAIEAESCMNAEAEAQGMYBAMBQ2AIEAMFAEAIEDMPQA,
CECACAQDBEBAGBAFCEBQCAYECQXAGAIEEQTDIAYBAEBTGAIDAMGQGAIEAEPSOAYBAEBTOAIBAQNQCBADBI,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01NX004 01NX004 01NX004 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01NX051 01NX051 03NX013 03NX013 01PZ001 01PZ001 01PZ031 01PZ031 01PZ039 01PZ039 01NX055 01PZ027 04NX010,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"18,22",Draven/Ezreal,trib,CECACAQDBEBAGBAFCEBQCAYECQXAGAIEEQTDIAYBAEBTGAIDAMGQGAIEAEPSOAYBAEBTOAIBAQNQCBADBI,
CMCACAQDBEAQGBARAIAQGFBOAIAQIJBUAUAQGAYNAEBQIBIBAQBQUBABAMCDEMZXAQAQIAI3D4TAA,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ036 01PZ036 01PZ036 01PZ052 01PZ052 01PZ052 03NX013 03NX013 03PZ005 03PZ005 04NX010 04NX010 01NX004 01NX004 01NX050 01NX050 01NX051 01NX051 01NX055 01NX055 01PZ001 01PZ001 01PZ027 01PZ027 01PZ031 01PZ031 01PZ038 01PZ038,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"21,19",Draven/Ezreal,trib,CMCACAQDBEAQGBARAIAQGFBOAIAQIJBUAUAQGAYNAEBQIBIBAQBQUBABAMCDEMZXAQAQIAI3D4TAA,
CECACAQDBEBACAYUFYBAGBAFCEDACBABDMPSIJRUAMAQCBBHAEBQGDIBAQBQUAIBAEBTG,"NX,PZ",203,02NX009 02NX009 02NX009 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01PZ001 01PZ001 01PZ001 01PZ027 01PZ027 01PZ027 01PZ031 01PZ031 01PZ031 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01PZ039 01PZ039 03NX013 03NX013 04NX010 04NX010 01NX051,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"14,26",Draven/Ezreal,trib,CECACAQDBEBACAYUFYBAGBAFCEDACBABDMPSIJRUAMAQCBBHAEBQGDIBAQBQUAIBAEBTG,
CECQCAQDBEAQGBARAECAGCQCAEBRILQFAECACGZEEY2AEAIDAQCQGAIDAQLDGAQBAEBTOAIBAQPQ,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 04NX010 04NX010 04NX010 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ001 01PZ001 01PZ001 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 03PZ005 03PZ005 01NX004 01NX004 01NX022 01NX022 01NX051 01NX051 01NX055 01PZ031,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"19,21",Draven/Ezreal,trib,CECQCAQDBEAQGBARAECAGCQCAEBRILQFAECACGZEEY2AEAIDAQCQGAIDAQLDGAQBAEBTOAIBAQPQ,
CECQCAQDBEAQGBARAECAGCQCAEBRILQFAECACGZEEY2AEAIBAQPQIAIDAQLDGNYA,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 04NX010 04NX010 04NX010 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ001 01PZ001 01PZ001 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01PZ031 01PZ031 01NX004 01NX004 01NX022 01NX022 01NX051 01NX051 01NX055 01NX055,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"20,2",Draven/Ezreal,trib,CECQCAQDBEAQGBARAECAGCQCAEBRILQFAECACGZEEY2AEAIBAQPQIAIDAQLDGNYA,
CECQCAQDBEAQIAYKAIAQGFBOAIBQIBIRAQAQIHZEEY2AEAIBAMVQGAIEDMTS2AQBAEBTGAIDAMGQ,"NX,PZ",203,02NX009 02NX009 02NX009 04NX010 04NX010 04NX010 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01PZ031 01PZ031 01PZ031 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01NX043 01NX043 01PZ027 01PZ027 01PZ039 01PZ039 01PZ045 01PZ045 01NX051 03NX013,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"16,24",Draven/Ezreal,trib,CECQCAQDBEAQIAYKAIAQGFBOAIBQIBIRAQAQIHZEEY2AEAIBAMVQGAIEDMTS2AQBAEBTGAIDAMGQ,
CMCACAQDBEAQGBARAIAQGFBOAQAQIGY7EQ2AIAIBAQTACAYEAUBAIAYCBIBQCAYEGM3QEAIBAMLACAIEAE,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ027 01PZ027 01PZ027 01PZ031 01PZ031 01PZ031 01PZ036 01PZ036 01PZ036 01PZ052 01PZ052 01PZ052 01PZ038 01PZ038 03PZ005 03PZ005 04NX002 04NX002 04NX010 04NX010 01NX004 01NX004 01NX051 01NX051 01NX055 01NX055 01NX022 01PZ001,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"20,2",Draven/Ezreal,trib,CMCACAQDBEAQGBARAIAQGFBOAQAQIGY7EQ2AIAIBAQTACAYEAUBAIAYCBIBQCAYEGM3QEAIBAMLACAIEAE,
CMCACAQDBEAQGBARAMAQGFBOG4CACBA3EQTDIBABAEBTGAIDAQCQCBADBIBACBABD4BQCAIDCYAQCBBHAEBQGDI,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01NX055 01NX055 01NX055 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01NX051 01NX051 03PZ005 03PZ005 04NX010 04NX010 01PZ001 01PZ001 01PZ031 01PZ031 01NX022 01PZ039 03NX013,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"18,22",Draven/Ezreal,trib,CMCACAQDBEAQGBARAMAQGFBOG4CACBA3EQTDIBABAEBTGAIDAQCQCBADBIBACBABD4BQCAIDCYAQCBBHAEBQGDI,
CMCACAQDBEAQGBARAMAQGFBOG4CACBABEQ2DUAYBAQBQUAQBAMCDGAYBAQNR6JQBAEAQGFQ,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01NX055 01NX055 01NX055 01PZ001 01PZ001 01PZ001 01PZ036 01PZ036 01PZ036 01PZ052 01PZ052 01PZ052 01PZ058 01PZ058 01PZ058 04NX010 04NX010 01NX004 01NX004 01NX051 01NX051 01PZ027 01PZ027 01PZ031 01PZ031 01PZ038 01PZ038 01NX022,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"19,21",Draven/Ezreal,trib,CMCACAQDBEAQGBARAMAQGFBOG4CACBABEQ2DUAYBAQBQUAQBAMCDGAYBAQNR6JQBAEAQGFQ,
CMCQCAQDBEAQIAYKAIAQGFBOAIBQIBIRAUAQIAI3EQTDIAQBAEBTGAIDAMGQEAIBAMCAEAIED4TQ,"NX,PZ",203,02NX009 02NX009 02NX009 04NX010 04NX010 04NX010 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01PZ001 01PZ001 01PZ001 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01NX051 01NX051 03NX013 03NX013 01NX004 01PZ031 01PZ039,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"17,23",Draven/Ezreal,trib,CMCQCAQDBEAQIAYKAIAQGFBOAIBQIBIRAUAQIAI3EQTDIAQBAEBTGAIDAMGQEAIBAMCAEAIED4TQ,
CECACAQDBEBAGBAFCECACAYECQXDGBABAQNSIJRUAMAQCBA7AEBQGDIBAQBQUAIBAECAC,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01NX004 01NX004 01NX004 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01NX051 01NX051 01NX051 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01PZ031 01PZ031 03NX013 03NX013 04NX010 04NX010 01PZ001,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"19,21",Draven/Ezreal,trib,CECACAQDBEBAGBAFCECACAYECQXDGBABAQNSIJRUAMAQCBA7AEBQGDIBAQBQUAIBAECAC,
CECQCAIDCQAQEAYJAEBQGDIBAMCBCBABAQNSIJRUAQAQCBABAEBQIBIBAQBQUAYBAMCC4MYCAEAQGNYDAECBAHZH,"NX,PZ",203,01NX020 01NX020 01NX020 02NX009 02NX009 02NX009 03NX013 03NX013 03NX013 03PZ017 03PZ017 03PZ017 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01PZ001 01PZ001 03PZ005 03PZ005 04NX010 04NX010 01NX004 01NX004 01NX046 01NX046 01NX051 01NX051 01NX055 01PZ016 01PZ031 01PZ039,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"18,22",Draven/Ezreal,trib,CECQCAIDCQAQEAYJAEBQGDIBAMCBCBABAQNSIJRUAQAQCBABAEBQIBIBAQBQUAYBAMCC4MYCAEAQGNYDAECBAHZH,
CECACAQDBEAQGBARAIAQGFBOAQAQIHZEEY2AIAIBAQAQCAYDBUAQGBAFAQAQGBBSGM3QEAIBAQNQCBADBI,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ031 01PZ031 01PZ031 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01PZ001 01PZ001 03NX013 03NX013 03PZ005 03PZ005 01NX004 01NX004 01NX050 01NX050 01NX051 01NX051 01NX055 01NX055 01PZ027 04NX010,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"20,2",Draven/Ezreal,trib,CECACAQDBEAQGBARAIAQGFBOAQAQIHZEEY2AIAIBAQAQCAYDBUAQGBAFAQAQGBBSGM3QEAIBAQNQCBADBI,
CMCACAQDBEBACAYUFYBAGBAFCECACBA3EQTDIAYBAECACAIEAMFAGAIDCYZTOAQBAQBQEAQBAQPSO,"NX,PZ",203,02NX009 02NX009 02NX009 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01PZ001 01PZ001 04NX010 04NX010 01NX022 01NX022 01NX051 01NX051 01NX055 01NX055 04NX002 01PZ031 01PZ039,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"18,22",Draven/Ezreal,trib,CMCACAQDBEBACAYUFYBAGBAFCECACBA3EQTDIAYBAECACAIEAMFAGAIDCYZTOAQBAQBQEAQBAQPSO,
CMCACAQDBEAQGBARAMAQGBAUFYCACBA7EQTDIBABAMBQ2AIDAQCQEAIDGM3QEAIEAENQCAIEAMFA,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 01NX004 01NX004 01NX004 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ031 01PZ031 01PZ031 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 03NX013 03NX013 03PZ005 03PZ005 01NX051 01NX051 01NX055 01NX055 01PZ001 01PZ001 01PZ027 01PZ027 04NX010,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"19,21",Draven/Ezreal,trib,CMCACAQDBEAQGBARAMAQGBAUFYCACBA7EQTDIBABAMBQ2AIDAQCQEAIDGM3QEAIEAENQCAIEAMFA,
CMCACAQDBEBAGBAFCEBQCAYUFY3QKAIEAENSIJRUAMAQCBA7AEBQGDIBAQBQCAIBAEBTG,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01NX055 01NX055 01NX055 01PZ001 01PZ001 01PZ001 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01PZ031 01PZ031 03NX013 03NX013 04NX001 04NX001 01NX051,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"17,23",Draven/Ezreal,trib,CMCACAQDBEBAGBAFCEBQCAYUFY3QKAIEAENSIJRUAMAQCBA7AEBQGDIBAQBQCAIBAEBTG,
CMCAEAQDBAEQEAYEAUIQIAIDCQXDGNYEAECBWJBGE4BACAIED4AQIAYKAA,"NX,PZ",203,02NX008 02NX008 02NX008 02NX009 02NX009 02NX009 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01NX051 01NX051 01NX051 01NX055 01NX055 01NX055 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ031 01PZ031 04NX010 04NX010,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"20,2",Draven/Ezreal,trib,CMCAEAQDBAEQEAYEAUIQIAIDCQXDGNYEAECBWJBGE4BACAIED4AQIAYKAA,
CECACAQDBEBAGBAFCEBQCAYECQXAIAIED4SCMNADAEAQGMYBAMBQ2AQBAQARWAQBAECDUAIEAMFA,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01NX004 01NX004 01NX004 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ031 01PZ031 01PZ031 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01NX051 01NX051 03NX013 03NX013 01PZ001 01PZ001 01PZ027 01PZ027 01PZ058 04NX010,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"17,23",Draven/Ezreal,trib,CECACAQDBEBAGBAFCEBQCAYECQXAIAIED4SCMNADAEAQGMYBAMBQ2AQBAQARWAQBAECDUAIEAMFA,
CECQCAQDBEAQGAYNAEBQIEICAEBRILQEAECBWJBGGQBQCAIEAEAQGBAFAIAQGBBTAMAQCAZXAIAQIHZHAICAGAQK,"NX,PZ",203,02NX009 02NX009 02NX009 03NX013 03NX013 03NX013 03PZ017 03PZ017 03PZ017 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01PZ001 01PZ001 03PZ005 03PZ005 01NX004 01NX004 01NX051 01NX051 01NX055 01PZ031 01PZ039 04NX002 04NX010,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"19,21",Draven/Ezreal,trib,CECQCAQDBEAQGAYNAEBQIEICAEBRILQEAECBWJBGGQBQCAIEAEAQGBAFAIAQGBBTAMAQCAZXAIAQIHZHAICAGAQK,
CECACAQDBEAQGBARAMAQGFBOG4BQCBBEEY2AKAIDAMGQCAYEAUAQIAYKAIAQGBBTAMAQIGY7E4AA,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01NX055 01NX055 01NX055 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 03NX013 03NX013 03PZ005 03PZ005 04NX010 04NX010 01NX004 01NX004 01NX051 01NX051 01PZ027 01PZ027 01PZ031 01PZ031 01PZ039 01PZ039,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"20,2",Draven/Ezreal,trib,CECACAQDBEAQGBARAMAQGFBOG4BQCBBEEY2AKAIDAMGQCAYEAUAQIAYKAIAQGBBTAMAQIGY7E4AA,
CMCACAIDCQAQEAYJAIBQIBIRAQAQIHZEEY2AGAIEAMFAEAIEAENQGAIDAQXDGAYBAECCOAIDAMGQEAIDCY3Q,"NX,PZ",203,01NX020 01NX020 01NX020 02NX009 02NX009 02NX009 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01PZ031 01PZ031 01PZ031 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 04NX010 04NX010 01PZ001 01PZ001 01PZ027 01PZ027 01NX004 01NX004 01NX046 01NX046 01NX051 01NX051 01PZ039 03NX013 01NX022 01NX055,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"17,23",Draven/Ezreal,trib,CMCACAIDCQAQEAYJAIBQIBIRAQAQIHZEEY2AGAIEAMFAEAIEAENQGAIDAQXDGAYBAECCOAIDAMGQEAIDCY3Q,
CMCACAQDBEBACAYUFYBAGBAFCECACBA3EQTDIAQBAECACAQBAMZTOBABAMBQ2AQBAMLDEAQBAQPSOAQEAMBAU,"NX,PZ",203,02NX009 02NX009 02NX009 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01PZ001 01PZ001 01NX051 01NX051 01NX055 01NX055 03NX013 01NX022 01NX050 01PZ031 01PZ039 04NX002 04NX010,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"18,22",Draven/Ezreal,trib,CMCACAQDBEBACAYUFYBAGBAFCECACBA3EQTDIAQBAECACAQBAMZTOBABAMBQ2AQBAMLDEAQBAQPSOAQEAMBAU,
CECACAQDBEAQGBARAMAQGFBOG4BQCBABEQ2AIAIDAMGQCBADBIBACAYEGMCACBA3D4TDUAA,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01NX055 01NX055 01NX055 01PZ001 01PZ001 01PZ001 01PZ036 01PZ036 01PZ036 01PZ052 01PZ052 01PZ052 03NX013 03NX013 04NX010 04NX010 01NX004 01NX004 01NX051 01NX051 01PZ027 01PZ027 01PZ031 01PZ031 01PZ038 01PZ038 01PZ058 01PZ058,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"20,2",Draven/Ezreal,trib,CECACAQDBEAQGBARAMAQGFBOG4BQCBABEQ2AIAIDAMGQCBADBIBACAYEGMCACBA3D4TDUAA,
